# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz --solver mosek --formulation tree --max-iters 10000
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
TNTP: net=/home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz trips=/home/simon/code/my/mcfcg/data/transportation/Austin_trips.tntp.gz coef=6.0
Instance: 7388 vertices, 18961 arcs, 1081717 commodities, 1117 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1117, capped_arcs=18961)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot
   23          inf         -inf   7.6753e+07  10093   1423     8   1116   1101     31     17   2.039   0.118   0.035   2.402
   24          inf         -inf   5.3236e+07  10209   1399     6   1115    999     10     34   1.734   0.094   0.031   2.147
   25          inf         -inf   5.3166e+07  10171   1410     6   1115   1153     40     29   1.746   0.098   0.037   2.063
   26          inf         -inf   4.1062e+07  10250   1443     7   1117   1038     46     13   2.434   0.123   0.037   2.764
   27          inf         -inf   3.8278e+07  10264   1442     4   1115   1101     10     11   2.650   0.150   0.099   3.107
   28          inf         -inf   3.2010e+07  10305   1428     5   1115   1074     15     29   1.994   0.116   0.032   2.411
   29          inf         -inf   2.3785e+07  10251   1458     4   1117   1171     45     15   2.892   0.106   0.026   3.177
   30          inf         -inf   2.0622e+07  10253   1497     2   1117   1115     43      4   2.663   0.097   0.033   2.991
   31          inf         -inf   7.1156e+06  10176   1509     1   1117   1194     52     40   3.173   0.095   0.037   3.462
   32          inf         -inf   1.4898e+07  10137   1488     3   1117   1156     17     38   3.224   0.096   0.031   3.499
   33          inf         -inf   1.0335e+07  10115   1481     1   1117   1139      3     10   2.794   0.102   0.021   3.067
   34          inf         -inf   5.7648e+06  10072   1484     0   1117   1160     22     19   4.145   0.096   0.028   4.416
   35          inf         -inf   5.7255e+06  10047   1445     0   1115   1140      2     41   3.636   0.098   0.031   3.917
   36          inf         -inf   5.6997e+06  10061   1431     0   1117   1103      7     21   3.204   0.096   0.031   3.471
   37          inf         -inf   5.6736e+06  10060   1398     0   1117   1118      9     42   2.273   0.096   0.030   2.539
   38          inf         -inf   5.6206e+06   9979   1402     0   1115   1196     31     27   1.476   0.098   0.030   1.744
   39          inf         -inf   5.6263e+06   9844   1389     0   1115   1250      2     15   1.687   0.096   0.029   1.952
   40          inf         -inf   5.6106e+06   9739   1371     0   1115   1220      7     25   1.532   0.098   0.029   1.797
   41          inf         -inf   5.5987e+06   9751   1363     0   1115   1103      3     11   1.251   0.096   0.028   1.516
   42          inf         -inf   5.5816e+06   9712   1357     0   1117   1156     11     17   1.210   0.098   0.029   1.480
   43          inf         -inf   5.5772e+06   9768   1360     0   1116   1060     14     11   1.485   0.096   0.030   1.757
   44          inf         -inf   5.5698e+06   9702   1346     0   1117   1183      4     18   1.117   0.099   0.029   1.380
   45          inf         -inf   5.5520e+06   9721   1365     0   1117   1098     26      7   1.060   0.098   0.030   1.328
   46          inf         -inf   5.5525e+06   9747   1360     0   1116   1090      1      6   1.274   0.096   0.029   1.539
   47          inf         -inf   5.5405e+06   9909   1361     0   1116    954      6      5   1.262   0.097   0.029   1.532
   48          inf         -inf   4.2600e+07   9978   1376     4   1115   1046     21      6   1.245   0.098   0.029   1.514
   49          inf         -inf   5.5402e+06  10037   1372     0   1116   1057      4      8   1.935   0.096   0.028   2.203
   50          inf         -inf   5.5307e+06  10186   1367     0   1116    967      3      8   1.849   0.094   0.029   2.119
   51          inf         -inf   5.5235e+06  10228   1352     0   1115   1073      3     18   1.541   0.095   0.030   1.812
   52          inf         -inf   5.5196e+06  10235   1351     0   1115   1108      5      6   1.451   0.094   0.029   1.716
   53          inf         -inf   5.5029e+06  10201   1358     0   1115   1149     22     15   2.367   0.095   0.032   2.640
   54   5.4990e+06   5.2056e+06   5.4990e+06  10020   1342     0   1115   1296      0     16   1.376   0.095   0.023   1.633
   55   5.4990e+06   5.2056e+06   5.4893e+06  10089   1347     0   1115   1046     12      7   1.070   0.097   0.029   1.341
   56   5.4990e+06   5.2056e+06   2.0839e+07  10267   1352     5   1117    939      8      3   1.309   0.096   0.029   1.578
   57   5.4990e+06   5.2056e+06   5.4942e+06  10466   1343     0   1117    918      2     11   1.215   0.096   0.030   1.498
   58   5.4990e+06   5.2056e+06   5.4954e+06  10634   1341     0   1116    948      5      7   1.187   0.096   0.030   1.473
   59   5.4990e+06   5.2056e+06   5.4861e+06  10603   1330     0   1116   1147      3     14   1.189   0.096   0.031   1.466
   60   5.4990e+06   5.2056e+06   5.4791e+06  10602   1328     0   1117   1118      1      3   1.025   0.097   0.030   1.302
   61   5.4990e+06   5.2056e+06   5.4767e+06  10652   1323     0   1115   1065      6     11   1.072   0.096   0.029   1.343
   62   5.4990e+06   5.2056e+06   5.4744e+06  10249   1318     0   1115   1518      7     12   1.068   0.095   0.030   1.339
   63   5.4990e+06   5.2056e+06   5.4792e+06  10162   1319     0   1117   1204      4      3   0.990   0.098   0.029   1.268
   64   5.4990e+06   5.2056e+06   5.4747e+06  10088   1315     0   1116   1190      1      5   0.978   0.096   0.028   1.244
   65   5.4990e+06   5.2056e+06   5.4722e+06  10204   1311     0   1115    999      2      6   1.105   0.097   0.028   1.379
   66   5.4990e+06   5.2056e+06   1.2666e+07  10279   1333     1   1116   1041     23      1   1.528   0.104   0.030   1.804
   67   5.4990e+06   5.2056e+06   5.4727e+06  10392   1340     0   1115   1002     11      4   1.357   0.097   0.031   1.627
   68   5.4990e+06   5.2056e+06   2.0883e+07  10485   1363     3   1115   1022     25      2   1.114   0.097   0.032   1.383
   69   5.4990e+06   5.2056e+06   5.4887e+06  10464   1369     0   1115   1136     10      4   1.737   0.094   0.033   2.017
   70   5.4834e+06   5.2056e+06   5.4834e+06  10597   1365     0   1115    982      0      4   1.818   0.093   0.023   2.072
   71   5.4834e+06   5.2056e+06   5.4759e+06  10683   1356     0   1115   1029      4     13   1.924   0.095   0.032   2.214
   72   5.4834e+06   5.2056e+06   5.4708e+06  10327   1361     0   1115   1471     19     14   1.723   0.095   0.032   2.001
   73   5.4834e+06   5.2056e+06   7.8140e+07  10269   1384     9   1115   1173     31      8   1.130   0.097   0.031   1.406
   74   5.4834e+06   5.2056e+06   4.1505e+07  10316   1397     4   1116   1069     32     19   1.530   0.094   0.033   1.803
   75   5.4834e+06   5.2056e+06   3.0160e+07  10405   1418     3   1116   1027     23      2   1.925   0.095   0.028   2.192
   76   5.4834e+06   5.2056e+06   6.4485e+06  10517   1438     1   1117   1005     26      6   2.481   0.109   0.017   2.765
   77   5.4834e+06   5.2056e+06   7.7061e+06  10544   1437     2   1115   1088      3      4   2.480   0.097   0.032   2.760
   78   5.4834e+06   5.2056e+06   5.5103e+06  10211   1425     0   1115   1448      4     16   3.296   0.095   0.031   3.570
   79   5.4834e+06   5.2056e+06   5.5041e+06  10250   1423     0   1115   1076     11     13   2.274   0.097   0.031   2.548
   80   5.4834e+06   5.2056e+06   5.4985e+06  10116   1411     0   1115   1249      1     13   2.705   0.098   0.030   2.975
   81   5.4834e+06   5.2056e+06   5.4933e+06  10016   1395     0   1115   1215      3     19   1.774   0.095   0.030   2.041
   82   5.4834e+06   5.2953e+06   5.4916e+06   9847   1377     0   1115   1284      0     18   1.611   0.094   0.023   1.867
   83   5.4834e+06   5.2953e+06   5.4881e+06   9642   1344     0   1115   1320      3     36   1.534   0.097   0.028   1.797
   84   5.4834e+06   5.3092e+06   5.4869e+06   9642   1337     0   1115   1115      0      7   1.516   0.101   0.023   1.767
   85   5.4834e+06   5.3416e+06   5.4860e+06   9639   1333     0   1115   1118      0      4   2.093   0.096   0.022   2.342
   86   5.4834e+06   5.3416e+06   5.4835e+06   9626   1332     0   1115   1128      9     10   1.930   0.094   0.030   2.192
   87   5.4834e+06   5.3416e+06   5.4843e+06   9672   1335     0   1115   1069      5      2   1.216   0.092   0.028   1.472
   88   5.4834e+06   5.3416e+06   5.4813e+06   9681   1330     0   1115   1106      2      7   1.531   0.096   0.028   1.795
   89   5.4834e+06   5.3416e+06   5.4778e+06   9803   1334     0   1115    993      5      1   1.124   0.092   0.029   1.378
   90   5.4834e+06   5.3416e+06   5.4742e+06   9821   1341     0   1116   1098      7      0   1.158   0.093   0.029   1.415
   91   5.4834e+06   5.3416e+06   5.7253e+06  10021   1356     1   1115    915     16      1   1.129   0.094   0.027   1.391
   92   5.4834e+06   5.3416e+06   5.4879e+06  10201   1351     0   1116    936      1      6   1.799   0.094   0.030   2.068
   93   5.4834e+06   5.3416e+06   5.4823e+06  10248   1353     0   1115   1068      5      3   1.828   0.091   0.029   2.091
   94   5.4795e+06   5.3790e+06   5.4795e+06  10437   1349     0   1115    926      0      4   1.493   0.091   0.024   1.747
   95   5.4795e+06   5.3790e+06   5.4759e+06  10393   1352     0   1115   1159      4      1   1.505   0.092   0.032   1.780
   96   5.4795e+06   5.3790e+06   5.4748e+06  10333   1345     0   1115   1175      1      8   1.546   0.100   0.032   1.830
   97   5.4718e+06   5.3790e+06   5.4718e+06  10060   1330     0   1115   1388      0     15   1.447   0.095   0.024   1.701
   98   5.4718e+06   5.3790e+06   5.4694e+06   9938   1339     0   1115   1237     10      1   1.403   0.095   0.031   1.672
   99   5.4718e+06   5.3790e+06   5.4692e+06  10092   1340     0   1115    961      4      3   1.622   0.095   0.031   1.896
  100   5.4718e+06   5.3790e+06   5.4643e+06  10246   1375     0   1115    961     37      2   1.592   0.094   0.033   1.872
  101   5.4718e+06   5.3790e+06   2.8768e+07  10344   1373     3   1117   1019      2      4   2.283   0.098   0.032   2.559
  102   5.4718e+06   5.3790e+06   5.4710e+06  10436   1367     0   1115   1023      1      7   2.102   0.097   0.032   2.388
  103   5.4718e+06   5.3790e+06   5.4683e+06  10489   1362     0   1115   1062      1      6   1.931   0.097   0.032   2.210
  104   5.4718e+06   5.3790e+06   5.4675e+06  10500   1369     0   1115   1104     10      3   1.886   0.095   0.032   2.156
  105   5.4663e+06   5.3827e+06   5.4663e+06  10461   1362     0   1115   1154      0      7   1.825   0.095   0.024   2.083
  106   5.4663e+06   5.3827e+06   5.4646e+06  10345   1342     0   1115   1231      3     23   1.571   0.097   0.029   1.842
  107   5.4633e+06   5.3827e+06   5.4633e+06  10056   1340     0   1115   1404      0      2   1.516   0.095   0.023   1.769
  108   5.4633e+06   5.3827e+06   5.4625e+06  10015   1338     0   1115   1156      2      4   1.619   0.094   0.029   1.889
  109   5.4633e+06   5.3827e+06   5.4613e+06  10047   1337     0   1115   1083      2      3   1.551   0.094   0.030   1.816
  110   5.4601e+06   5.3896e+06   5.4601e+06  10095   1326     0   1115   1067      0     11   1.315   0.095   0.022   1.566
  111   5.4601e+06   5.3896e+06   5.4588e+06  10287   1326     0   1115    923      2      2   1.347   0.097   0.030   1.624
  112   5.4601e+06   5.3896e+06   5.4587e+06  10386   1327     0   1115   1016      2      1   1.251   0.096   0.030   1.517
  113   5.4601e+06   5.3896e+06   5.4581e+06  10427   1335     0   1115   1074      9      1   1.495   0.094   0.032   1.765
  114   5.4601e+06   5.3896e+06   5.4580e+06  10623   1339     0   1115    919      6      2   1.739   0.091   0.034   2.023
  115   5.4601e+06   5.3896e+06   5.4577e+06  10707   1338     0   1115   1031      1      2   2.789   0.092   0.033   3.063
  116   5.4601e+06   5.3896e+06   5.4570e+06  10788   1337     0   1115   1034      1      2   1.682   0.092   0.032   1.969
  117   5.4601e+06   5.3896e+06   5.4539e+06  10776   1347     0   1115   1127     10      0   1.588   0.091   0.033   1.856
  118   5.4601e+06   5.3896e+06   5.4536e+06  11079   1349     0   1115    812      2      0   2.220   0.093   0.033   2.508
  119   5.4601e+06   5.3896e+06   5.4528e+06  11035   1347     0   1115   1159      3      5   2.108   0.091   0.033   2.387
  120   5.4601e+06   5.3896e+06   5.4532e+06  10913   1345     0   1115   1237      1      3   2.228   0.090   0.033   2.503
  121   5.4521e+06   5.4174e+06   5.4521e+06  10920   1344     0   1115   1108      0      1   2.676   0.093   0.025   2.930
  122   5.4521e+06   5.4174e+06   5.4514e+06  10993   1338     0   1115   1042      6     12   2.078   0.095   0.037   2.375
  123   5.4521e+06   5.4174e+06   3.9819e+07  11017   1347     6   1116   1092     16      7   2.576   0.108   0.019   2.851
  124   5.4521e+06   5.4174e+06   5.4692e+06  11189   1351     0   1115    943      6      2   2.393   0.094   0.032   2.676
  125   5.4521e+06   5.4174e+06   5.4719e+06  11423   1349     0   1117    883      2      4   2.224   0.095   0.034   2.520
  126   5.4521e+06   5.4174e+06   5.4651e+06  11113   1346     0   1115   1425      0      3   3.236   0.097   0.027   3.521
  127   5.4521e+06   5.4174e+06   5.4616e+06  10734   1344     0   1115   1494      1      3   1.513   0.095   0.033   1.802
  128   5.4521e+06   5.4174e+06   5.4594e+06  10337   1332     0   1115   1512      3     15   1.313   0.096   0.032   1.596
  129   5.4521e+06   5.4174e+06   5.4587e+06  10329   1320     0   1115   1123      0     12   1.332   0.094   0.023   1.585
  130   5.4521e+06   5.4174e+06   5.4579e+06  10262   1317     0   1115   1182      0      3   1.201   0.095   0.024   1.451
  131   5.4521e+06   5.4174e+06   5.4569e+06  10025   1312     0   1115   1352      0      5   1.281   0.094   0.023   1.531
  132   5.4521e+06   5.4174e+06   5.4559e+06   9951   1311     0   1115   1189      0      1   1.247   0.094   0.022   1.496
  133   5.4521e+06   5.4174e+06   5.4547e+06  10013   1309     0   1115   1053      0      2   1.279   0.095   0.022   1.530
  134   5.4521e+06   5.4174e+06   5.4538e+06  10117   1310     0   1115   1011      3      2   1.080   0.096   0.029   1.350
  135   5.4521e+06   5.4174e+06   5.4538e+06  10310   1310     0   1115    922      0      0   1.160   0.096   0.024   1.415
  136   5.4521e+06   5.4174e+06   5.4530e+06  10341   1310     0   1115   1084      0      0   1.296   0.091   0.025   1.548
  137   5.4521e+06   5.4174e+06   5.4523e+06  10284   1306     0   1115   1172      0      4   1.221   0.094   0.024   1.474
  138   5.4521e+06   5.4174e+06   5.4497e+06  10310   1310     0   1116   1090      4      0   1.196   0.095   0.031   1.470
  139   5.4521e+06   5.4174e+06   5.4494e+06  10344   1311     0   1116   1082      1      0   1.311   0.094   0.032   1.579
  140   5.4495e+06   5.4174e+06   5.4495e+06  10444   1310     0   1115   1015      0      1   1.286   0.093   0.023   1.535
  141   5.4495e+06   5.4174e+06   5.4484e+06  10548   1312     0   1115   1011      2      0   1.457   0.094   0.030   1.725
  142   5.4495e+06   5.4174e+06   5.4481e+06  10384   1311     0   1115   1279      1      2   1.472   0.093   0.030   1.753
  143   5.4482e+06   5.4174e+06   5.4482e+06  10581   1309     0   1115    918      0      2   1.438   0.093   0.024   1.695
  144   5.4475e+06   5.4174e+06   5.4475e+06  10531   1306     0   1115   1165      0      3   1.252   0.092   0.024   1.499
  145   5.4475e+06   5.4174e+06   5.4468e+06  10491   1314     0   1115   1155      8      0   1.242   0.096   0.034   1.517
  146   5.4475e+06   5.4174e+06   8.4149e+06  10583   1314     1   1117   1025      0      0   1.195   0.098   0.023   1.452
  147   5.4475e+06   5.4174e+06   5.4527e+06  10784   1314     0   1116    915      0      0   1.540   0.097   0.024   1.797
  148   5.4475e+06   5.4174e+06   5.4504e+06  10881   1315     0   1115   1018      2      1   1.188   0.097   0.032   1.469
  149   5.4475e+06   5.4174e+06   5.4491e+06  10891   1318     0   1115   1105      3      0   1.252   0.096   0.032   1.523
  150   5.4475e+06   5.4174e+06   5.4587e+06  11047   1323     0   1115    959      5      0   1.570   0.097   0.032   1.850
  151   5.4475e+06   5.4174e+06   5.9656e+06  10685   1327     1   1115   1477     12      8   2.668   0.097   0.033   2.956
  152   5.4475e+06   5.4174e+06   7.2027e+07  10637   1341     7   1116   1164     14      0   1.167   0.097   0.029   1.431
  153   5.4475e+06   5.4174e+06   7.0292e+07  10647   1343     8   1117   1107      2      0   2.346   0.096   0.029   2.616
  154   5.4475e+06   5.4174e+06   5.2147e+07  10743   1346     5   1115   1019      6      3   1.382   0.094   0.029   1.649
  155   5.4475e+06   5.4174e+06   1.1424e+07  10590   1346     2   1116   1269      0      0   1.158   0.099   0.014   1.410
  156   5.4475e+06   5.4174e+06   5.4814e+06  10416   1344     0   1117   1291      1      3   1.677   0.099   0.033   1.956
  157   5.4475e+06   5.4174e+06   5.4685e+06  10022   1328     0   1115   1509      3     19   1.604   0.096   0.029   1.877
  158   5.4475e+06   5.4174e+06   5.4649e+06  10045   1322     0   1117   1094      0      6   1.049   0.094   0.023   1.297
  159   5.4475e+06   5.4174e+06   5.4632e+06  10105   1319     0   1115   1055      0      3   1.895   0.098   0.023   2.162
  160   5.4475e+06   5.4174e+06   5.4613e+06   9978   1310     0   1115   1242      0      9   1.070   0.094   0.024   1.326
  161   5.4475e+06   5.4174e+06   5.4599e+06   9862   1305     0   1115   1231      0      5   1.115   0.093   0.023   1.362
  162   5.4475e+06   5.4174e+06   5.4587e+06   9725   1303     0   1115   1252      1      3   1.713   0.093   0.028   1.980
  163   5.4475e+06   5.4174e+06   5.4563e+06   9744   1302     0   1115   1096      0      1   1.165   0.095   0.024   1.415
  164   5.4475e+06   5.4174e+06   5.4555e+06   9816   1303     0   1115   1043      2      1   1.337   0.095   0.028   1.614
  165   5.4475e+06   5.4174e+06   5.4549e+06   9890   1301     0   1115   1041      0      2   1.114   0.094   0.022   1.364
  166   5.4475e+06   5.4174e+06   5.4544e+06   9744   1301     0   1115   1261      0      0   1.197   0.096   0.022   1.447
  167   5.4475e+06   5.4174e+06   5.4538e+06   9762   1299     0   1115   1097      0      2   1.131   0.095   0.022   1.380
  168   5.4475e+06   5.4174e+06   5.4529e+06   9809   1297     0   1115   1068      0      2   1.819   0.094   0.022   2.077
  169   5.4475e+06   5.4189e+06   5.4523e+06   9820   1297     0   1115   1104      0      0   1.122   0.093   0.022   1.372
  170   5.4475e+06   5.4189e+06   5.4507e+06   9993   1297     0   1115    942      1      1   1.223   0.094   0.027   1.484
  171   5.4475e+06   5.4189e+06   5.4542e+06  10044   1304     0   1115   1064      7      0   1.193   0.094   0.028   1.450
  172   5.4475e+06   5.4189e+06   5.4525e+06  10218   1304     0   1115    941      0      0   1.283   0.096   0.022   1.533
  173   5.4475e+06   5.4189e+06   5.4512e+06  10264   1304     0   1115   1069      0      0   1.287   0.095   0.022   1.540
  174   5.4475e+06   5.4189e+06   5.4506e+06  10481   1304     0   1115    898      1      1   1.843   0.097   0.029   2.117
  175   5.4475e+06   5.4189e+06   5.4496e+06  10512   1306     0   1115   1084      5      3   1.189   0.098   0.030   1.486
  176   5.4475e+06   5.4189e+06   5.4528e+06  10424   1306     0   1115   1203      0      0   1.180   0.094   0.023   1.434
  177   5.4475e+06   5.4189e+06   5.4510e+06  10318   1301     0   1115   1221      1      6   1.189   0.094   0.029   1.465
  178   5.4475e+06   5.4189e+06   5.4503e+06  10299   1301     0   1115   1134      0      0   1.239   0.095   0.023   1.489
  179   5.4475e+06   5.4189e+06   5.4496e+06  10353   1303     0   1115   1061      2      0   1.204   0.094   0.030   1.469
  180   5.4475e+06   5.4189e+06   5.4486e+06  10468   1303     0   1115   1000      0      0   1.157   0.096   0.023   1.414
  181   5.4475e+06   5.4189e+06   5.4478e+06  10544   1306     0   1115   1039      4      1   1.265   0.097   0.030   1.532
  182   5.4475e+06   5.4189e+06   5.4549e+06  10561   1306     0   1115   1098      0      0   1.553   0.093   0.023   1.806
  183   5.4475e+06   5.4189e+06   5.4524e+06  10614   1306     0   1115   1062      0      0   1.319   0.093   0.023   1.574
  184   5.4475e+06   5.4189e+06   5.4495e+06  10599   1305     0   1115   1130      0      1   1.257   0.092   0.023   1.516
  185   5.4475e+06   5.4189e+06   5.4489e+06  10862   1304     0   1115    852      0      1   1.089   0.093   0.023   1.347
  186   5.4475e+06   5.4189e+06   5.4482e+06  10778   1302     0   1115   1199      0      2   2.068   0.092   0.024   2.334
  187   5.4475e+06   5.4199e+06   5.4477e+06  10721   1302     0   1115   1172      0      0   1.278   0.092   0.024   1.534
  188   5.4470e+06   5.4199e+06   5.4470e+06  10562   1302     0   1115   1274      0      0   1.998   0.093   0.024   2.248
  189   5.4469e+06   5.4248e+06   5.4469e+06  10538   1302     0   1115   1139      0      0   1.311   0.092   0.023   1.563
  190   5.4469e+06   5.4248e+06   5.4462e+06  10584   1302     0   1115   1069      1      1   2.134   0.094   0.032   2.404
  191   5.4469e+06   5.4248e+06   1.3955e+07  10899   1302     6   1116    801      0      0   1.002   0.094   0.023   1.256
  192   5.4469e+06   5.4248e+06   5.4489e+06  10946   1302     0   1115   1068      0      0   1.658   0.094   0.024   1.915
  193   5.4469e+06   5.4248e+06   5.4474e+06  11111   1301     0   1116    951      0      1   1.326   0.095   0.024   1.589
  194   5.4466e+06   5.4248e+06   5.4466e+06  11223   1301     0   1115   1003      0      0   1.263   0.093   0.025   1.517
  195   5.4462e+06   5.4248e+06   5.4462e+06  11241   1301     0   1115   1097      0      0   1.230   0.093   0.025   1.498
  196   5.4462e+06   5.4248e+06   5.4456e+06  11219   1305     0   1115   1137      4      0   1.344   0.096   0.033   1.624
  197   5.4462e+06   5.4248e+06   5.4455e+06  11062   1316     0   1115   1272     11      0   1.259   0.095   0.031   1.531
  198   5.4462e+06   5.4248e+06   7.4134e+06  11028   1325     3   1115   1149      9      0   1.547   0.096   0.031   1.817
  199   5.4462e+06   5.4248e+06   7.0000e+07  10992   1331     9   1117   1153      6      0   1.150   0.096   0.030   1.425
  200   5.4462e+06   5.4248e+06   7.6442e+06  11074   1346     1   1116   1034     15      0   1.270   0.099   0.029   1.555
  201   5.4462e+06   5.4248e+06   5.4718e+06  11374   1346     0   1115    815      0      0   1.843   0.098   0.026   2.115
  202   5.4462e+06   5.4248e+06   5.4612e+06  11103   1346     0   1115   1386      0      0   1.437   0.096   0.025   1.706
  203   5.4462e+06   5.4248e+06   5.4575e+06  10433   1338     0   1115   1785      0      8   1.432   0.093   0.024   1.697
  204   5.4462e+06   5.4248e+06   5.4562e+06  10218   1331     0   1115   1330      0      7   1.327   0.094   0.024   1.581
  205   5.4462e+06   5.4248e+06   5.4539e+06  10066   1329     0   1115   1267      0      2   1.301   0.095   0.024   1.555
  206   5.4462e+06   5.4248e+06   5.4533e+06   9908   1310     0   1115   1273      0     19   1.318   0.097   0.024   1.578
  207   5.4462e+06   5.4248e+06   5.4524e+06   9752   1308     0   1117   1273      0      2   1.166   0.094   0.023   1.413
  208   5.4462e+06   5.4248e+06   5.4516e+06   9709   1308     0   1115   1158      0      0   1.314   0.094   0.022   1.558
  209   5.4462e+06   5.4248e+06   5.4513e+06   9680   1306     0   1115   1144      0      2   1.182   0.099   0.022   1.442
  210   5.4462e+06   5.4248e+06   5.4504e+06   9648   1305     0   1115   1147      0      1   1.133   0.095   0.022   1.386
  211   5.4462e+06   5.4248e+06   5.4499e+06   9700   1305     0   1115   1063      0      0   1.116   0.093   0.021   1.358
  212   5.4462e+06   5.4248e+06   5.4488e+06   9755   1301     0   1116   1061      0      4   1.106   0.095   0.021   1.351
  213   5.4462e+06   5.4248e+06   5.4484e+06   9788   1300     0   1115   1082      0      1   1.137   0.095   0.021   1.386
  214   5.4462e+06   5.4248e+06   5.4479e+06   9864   1298     0   1115   1039      0      2   1.164   0.094   0.022   1.408
  215   5.4462e+06   5.4248e+06   5.4470e+06   9901   1305     0   1115   1078      7      0   1.911   0.092   0.028   2.174
  216   5.4462e+06   5.4248e+06   5.4467e+06  10032   1304     0   1115    984      0      1   1.179   0.090   0.022   1.425
  217   5.4462e+06   5.4248e+06   5.4463e+06  10126   1305     0   1115   1021      1      0   1.224   0.095   0.029   1.493
  218   5.4460e+06   5.4260e+06   5.4460e+06  10140   1305     0   1115   1101      0      0   1.128   0.093   0.022   1.372
  219   5.4460e+06   5.4260e+06   5.4450e+06  10265   1306     0   1115    990      1      0   1.225   0.095   0.029   1.492
  220   5.4456e+06   5.4260e+06   5.4456e+06  10203   1306     0   1115   1177      0      0   1.259   0.095   0.023   1.519
  221   5.4456e+06   5.4260e+06   5.4449e+06  10448   1304     0   1115    870      4      6   1.376   0.095   0.029   1.648
  222   5.4456e+06   5.4260e+06   5.4443e+06  10533   1317     0   1115   1030     14      1   1.381   0.096   0.031   1.664
  223   5.4456e+06   5.4260e+06   6.7593e+06  10794   1317     1   1116    855      0      0   1.482   0.097   0.022   1.740
  224   5.4456e+06   5.4260e+06   5.4481e+06  11287   1317     0   1115    622      0      0   1.432   0.096   0.024   1.698
  225   5.4456e+06   5.4260e+06   5.4465e+06  11107   1317     0   1115   1295      0      0   1.420   0.096   0.025   1.682
  226   5.4450e+06   5.4260e+06   5.4450e+06  11254   1317     0   1115    968      0      0   2.406   0.097   0.024   2.671
