# cmd: /usr/bin/time -o /tmp/mcfcg_mem_gqmwew6t.txt -f %M build/mcfcg_cli data/intermodal/BUS-23688-0.txt.gz --solver highs --formulation tree --max-iters 10000 --strategy pricer-heavy --time-limit 7200.0
# outcome: ok
# returncode: 0
# peak_rss_kb: 1031960
# peak_rss_source: measured
# === STDERR (CG iteration log + preamble) ===
Instance: 161993 vertices, 1653437 arcs, 23643 commodities, 23643 sources
Solver: highs, formulation: tree
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=23643, capped_arcs=1466539)
[lp-config] backend=highs version=1.15.1-04024d701f method=hipo exec=CPU presolve=off crossover=off tol=0.0001 threads=auto(32)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
   24          inf  -8.9375e+05   6.2514e+05  50306  23752     4     12      0      0      5   1.414   0.054   0.118   1.587    34.142
   25          inf  -8.9375e+05   6.2512e+05  50306  23753     0      0      0      1      0   1.546   0.000   0.114   1.661    35.803
   26          inf  -8.9375e+05   6.2513e+05  50312  23711     1      6      0      0     42   1.508   0.045   0.118   1.672    37.475
   27          inf  -8.9375e+05   6.2512e+05  50312  23717     0      0      0      6      0   1.266   0.000   0.113   1.380    38.855
   28   6.2512e+05  -8.9375e+05   6.2512e+05  50343  23706     0     31      0      0     11   1.315   0.074   0.113   1.503    40.358
   29   6.2512e+05  -8.9375e+05   6.2512e+05  50343  23707     0      0      0      1      0   1.279   0.000   0.121   1.401    41.759
   30   6.2512e+05   6.2385e+05   6.2512e+05  50737  23706     0    394      0      0      1   1.325   1.276   0.113   2.715    44.474
   31   6.2512e+05   6.2385e+05   6.2490e+05  50737  23721     0      0      0     15      0   1.331   0.000   0.118   1.451    45.925
   32   6.2491e+05   6.2385e+05   6.2491e+05  50766  23720     0     29      0      0      1   1.254   0.117   0.114   1.486    47.411
   33   6.2491e+05   6.2385e+05   6.2490e+05  50766  23722     0      0      0      2      0   1.373   0.000   0.115   1.488    48.900
   34   6.2490e+05   6.2385e+05   6.2490e+05  50773  23715     0      7      0      0      7   1.374   0.075   0.118   1.569    50.468
   35   6.2490e+05   6.2385e+05   6.2490e+05  50773  23719     0      0      0      4      0   1.439   0.000   0.130   1.570    52.038
   36   6.2490e+05   6.2483e+05   6.2490e+05  50791  23711     0     18      0      0      8   1.377   1.437   0.117   2.932    54.970
   37   6.2490e+05   6.2483e+05   6.2488e+05  50791  23716     0      0      0      5      0   1.286   0.000   0.116   1.403    56.373
   38   6.2488e+05   6.2484e+05   6.2488e+05  50791  23716     0     *0      0      0      0   1.282   1.266   0.121   2.669    59.043
CG optimal after 38 iterations. UB=624881.501086 LB=624840.217957 gap=4.128e+01 tol=6.249e+01  t_LP=48.211  t_PR=7.422  t_SP=4.492  t_Tot=60.165
[bounded-pricing] enabled=0 cut=0 priced=122045 rate=0.0%

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
data/intermodal/BUS-23688-0.txt.gz,tree,38,27148,624881.501086,624840.217957,1,60.510,48.211,7.422,4.492
