# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/transportation/ChicagoRegional_net.tntp.gz --solver cuopt --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
TNTP: net=/home/simon/code/my/mcfcg/data/transportation/ChicagoRegional_net.tntp.gz trips=/home/simon/code/my/mcfcg/data/transportation/ChicagoRegional_trips.tntp.gz coef=4.1
Instance: 12982 vertices, 39018 arcs, 2297945 commodities, 1771 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1771, capped_arcs=39018)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
   17   5.5187e+06   5.5047e+06   5.5187e+06  24853   2088     0   1734    137      0     22   1.275   0.205   0.067   2.018    27.722
   18   5.5187e+06   5.5068e+06   5.5170e+06  26356   2052     0   1737    234      1     37   1.167   0.203   0.076   1.926    29.648
   19   5.5187e+06   5.5085e+06   5.5163e+06  27723   2045     0   1704    337      1      8   1.133   0.208   0.076   1.903    31.551
   20   5.5187e+06   5.5093e+06   5.5157e+06  29371   2040     0   1724     76      1      6   1.227   0.210   0.081   2.015    33.566
   21   5.5151e+06   5.5102e+06   5.5151e+06  30956   2037     0   1684     99      0      3   0.807   0.206   0.080   1.592    35.158
   22   5.5151e+06   5.5108e+06   5.5146e+06  32594   2030     0   1648     10      1      8   0.847   0.204   0.086   1.653    36.811
   23   5.5151e+06   5.5108e+06   5.5143e+06  34170   2026     0   1694    118      1      5   0.905   0.203   0.091   1.727    38.538
   24   5.5141e+06   5.5110e+06   5.5141e+06  35790   2025     0   1631     11      0      1   0.965   0.210   0.100   1.826    40.364
   25   5.5141e+06   5.5114e+06   5.5139e+06  37224   2025     0   1648    214      1      1   1.006   0.209   0.101   1.910    42.274
   26   5.5141e+06   5.5114e+06   5.5137e+06  38815   2025     0   1600      9      1      1   1.035   0.207   0.108   1.978    44.252
   27   5.5137e+06   5.5117e+06   5.5137e+06  40356   2023     0   1549      8      0      2   1.048   0.205   0.118   1.977    46.229
   28   5.5137e+06   5.5119e+06   5.5135e+06  41554   2021     0   1496    298      1      3   1.103   0.205   0.113   2.018    48.247
   29   5.5137e+06   5.5119e+06   5.5135e+06  42864   2022     0   1428    118      1      0   1.145   0.201   0.116   2.055    50.302
   30   5.5135e+06   5.5120e+06   5.5135e+06  44465   2021     0   1601      0      0      1   1.266   0.203   0.124   1.871    52.173
   31   5.5135e+06   5.5121e+06   5.5134e+06  45975   2022     0   1510      0      2      1   1.345   0.205   0.128   1.949    54.122
   32   5.5133e+06   5.5121e+06   5.5133e+06  47393   2021     0   1418      0      0      1   1.398   0.210   0.130   2.010    56.132
   33   5.5133e+06   5.5122e+06   5.5133e+06  48750   2018     0   1358      1      0      3   1.460   0.217   0.134   2.480    58.612
   34   5.5133e+06   5.5122e+06   5.5133e+06  50035   2017     0   1285      0      0      1   1.448   0.220   0.042   1.939    60.551
   35   5.5133e+06   5.5123e+06   5.5132e+06  51228   2010     0   1195      2      1      8   1.587   0.215   0.041   2.488    63.039
   36   5.5133e+06   5.5123e+06   5.5133e+06  52073   2010     0    920     75      0      0   1.389   0.216   0.051   2.259    65.298
   37   5.5133e+06   5.5123e+06   5.5132e+06  52540   2011     0   1122    655      1      0   1.473   0.218   0.052   2.358    67.656
   38   5.5133e+06   5.5123e+06   5.5133e+06  53320   2011     0    781      1      1      1   1.437   0.214   0.055   2.319    69.976
   39   5.5133e+06   5.5123e+06   5.5133e+06  53942   2011     0    622      0      0      0   1.468   0.211   0.078   1.852    71.828
   40   5.5132e+06   5.5124e+06   5.5132e+06  54428   2011     0    487      1      0      0   1.514   0.218   0.064   2.383    74.210
   41   5.5132e+06   5.5124e+06   5.5133e+06  54766   2011     0    338      0      0      0   1.420   0.220   0.035   1.727    75.938
   42   5.5132e+06   5.5124e+06   5.5132e+06  55104   2010     0    345      7      0      1   1.516   0.216   0.030   2.332    78.269
   43   5.5132e+06   5.5124e+06   5.5132e+06  55484   2010     0    380      0      0      0   1.479   0.218   0.031   1.789    80.059
   44   5.5132e+06   5.5124e+06   5.5132e+06  55690   2010     0    209      3      0      0   1.473   0.211   0.043   2.262    82.321
   45   5.5132e+06   5.5124e+06   5.5132e+06  55856   2009     0    166      0      0      1   1.494   0.224   0.038   1.797    84.118
   46   5.5132e+06   5.5124e+06   5.5132e+06  56015   2009     0    159      0      0      0   1.480   0.217   0.039   1.765    85.883
   47   5.5132e+06   5.5124e+06   5.5132e+06  55500   2007     0    224    739      0      2   1.522   0.218   0.038   2.323    88.206
   48   5.5132e+06   5.5124e+06   5.5132e+06  55535   2007     0     39      4      0      0   1.485   0.227   0.040   2.253    90.459
   49   5.5132e+06   5.5124e+06   5.5132e+06  55435   2007     0     12    112      0      0   1.419   0.211   0.034   2.165    92.623
   50   5.5132e+06   5.5124e+06   5.5132e+06  55452   2007     0     18      1      0      0   1.496   0.225   0.038   2.258    94.882
   51   5.5132e+06   5.5124e+06   5.5132e+06  55460   2007     0      9      1      0      0   1.491   0.226   0.033   2.241    97.123
   52   5.5132e+06   5.5124e+06   5.5132e+06  55458   2007     0      1      3      0      0   1.502   0.217   0.037   2.250    99.373
   53   5.5132e+06   5.5124e+06   5.5132e+06  55458   2007     0      0      0      0      0   1.506   0.424   0.033   1.963   101.336
CG optimal after 53 iterations. UB=5513222.956826 LB=5512369.005501 gap=8.540e+02 tol=5.513e+02  t_LP=65.607  t_PR=12.757  t_SP=3.103  t_Tot=101.849

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/transportation/ChicagoRegional_net.tntp.gz,tree,53,53687,5513222.956826,5512369.005501,1,102.135,65.607,12.757,3.103
