# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz --solver cuopt --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
TNTP: net=/home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz trips=/home/simon/code/my/mcfcg/data/transportation/Austin_trips.tntp.gz coef=6.0
Instance: 7388 vertices, 18961 arcs, 1081717 commodities, 1117 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1117, capped_arcs=18961)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
   18          inf   5.1777e+06   1.7103e+08  12044   1804    18   1115   1021      4      0   4.490   0.090   0.027   4.767    46.549
   19          inf   5.1777e+06   1.1335e+08  12497   1856    15   1115    662     52      0   4.634   0.090   0.031   4.916    51.465
   20          inf   5.1777e+06   9.8606e+07  12641   1886    10   1115    971     30      0   5.386   0.091   0.032   5.666    57.132
   21          inf   5.1777e+06   9.5106e+07  12834   1888     9   1115    922      2      0   5.486   0.091   0.029   5.762    62.894
   22          inf   5.1777e+06   7.8305e+07  12927   1896     8   1117   1024      8      0   5.054   0.090   0.029   5.330    68.224
   23          inf   5.1777e+06   5.6557e+07  13048   1899     7   1115    994      3      0   5.514   0.091   0.030   5.792    74.016
   24          inf   5.1777e+06   3.9869e+07  13059   1897     6   1117   1106     19     21   5.890   0.094   0.033   6.188    80.204
   25          inf   5.1777e+06   4.8920e+07  13086   1897     5   1115   1088      0      0   5.529   0.095   0.030   5.811    86.015
   26          inf   5.1777e+06   4.5128e+07  12557   1892     4   1115   1644      0      5   6.002   0.091   0.028   6.294    92.309
   27          inf   5.1777e+06   3.8468e+07  12727   1904     6   1115    945     12      0   5.153   0.094   0.029   5.434    97.743
   28          inf   5.1777e+06   3.1294e+07  12500   1908     4   1117   1344      4      0   6.121   0.092   0.029   6.395   104.137
   29          inf   5.1777e+06   2.4317e+07  11873   1799     3   1117   1744     15    124   6.532   0.095   0.029   6.832   110.969
   30          inf   5.1777e+06   2.0685e+07  11624   1785     3   1117   1366     12     26   5.101   0.096   0.027   5.377   116.346
   31          inf   5.1777e+06   1.6032e+07  11653   1718     2   1116   1087     22     89   4.846   0.097   0.029   5.120   121.466
   32          inf   5.1777e+06   1.5514e+07  11318   1725     1   1117   1452     24     17   4.905   0.094   0.027   5.180   126.646
   33          inf   5.1777e+06   1.2490e+07  11283   1687     1   1117   1152      1     39   4.391   0.093   0.025   4.667   131.313
   34          inf   5.1777e+06   5.7569e+06  11468   1675     0   1117    932      6     18   4.556   0.095   0.025   4.825   136.138
   35          inf   5.1777e+06   5.7336e+06  11829   1665     0   1115    754      4     14   4.117   0.092   0.026   4.390   140.528
   36          inf   5.1777e+06   5.6825e+06  12019   1664     0   1116    926     11     12   3.256   0.091   0.026   3.523   144.050
   37          inf   5.1777e+06   5.6678e+06  12481   1579     0   1115    653      9     94   3.346   0.091   0.026   3.620   147.670
   38          inf   5.1777e+06   5.6329e+06  12690   1572     0   1116    907     22     29   2.487   0.095   0.028   2.777   150.446
   39          inf   5.1777e+06   5.6137e+06  13286   1527     0   1115    519     35     80   2.416   0.093   0.030   2.701   153.148
   40          inf   5.1777e+06   5.6028e+06  13509   1527     0   1115    892      4      4   2.317   0.092   0.029   2.602   155.750
   41          inf   5.1777e+06   5.5927e+06  14119   1476     0   1116    506      2     53   2.233   0.094   0.028   2.530   158.280
   42          inf   5.1777e+06   5.5807e+06  14718   1459     0   1115    516      3     20   1.977   0.092   0.030   2.284   160.564
   43          inf   5.2069e+06   5.5715e+06  15385   1456     0   1116    449      2      5   1.991   0.093   0.029   2.296   162.860
   44   5.5667e+06   5.2635e+06   5.5667e+06  16081   1443     0   1115    419      0     13   2.020   0.094   0.033   2.333   165.194
   45   5.5576e+06   5.2635e+06   5.5576e+06  16815   1420     0   1115    381      0     23   1.911   0.094   0.032   2.229   167.423
   46   5.5576e+06   5.2635e+06   5.5504e+06  17516   1414     0   1116    415      1      7   1.884   0.094   0.034   2.206   169.629
   47   5.5576e+06   5.3021e+06   5.5444e+06  18208   1410     0   1115    423      1      5   1.928   0.095   0.035   2.282   171.911
   48   5.5576e+06   5.3096e+06   5.5370e+06  18988   1407     0   1115    335      1      4   2.059   0.092   0.037   2.415   174.326
   49   5.5576e+06   5.3096e+06   5.5212e+06  19666   1421     0   1116    438     20      6   2.027   0.095   0.043   2.400   176.726
   50   5.5576e+06   5.3096e+06   5.5307e+06  20141   1418     0   1115    640      1      4   2.342   0.094   0.040   2.703   179.428
   51   5.5576e+06   5.3177e+06   5.5268e+06  20970   1418     0   1115    286      1      1   2.321   0.094   0.044   2.707   182.135
   52   5.5576e+06   5.3177e+06   5.5242e+06  21821   1416     0   1115    264      1      3   2.465   0.092   0.044   2.844   184.979
   53   5.5192e+06   5.3177e+06   5.5192e+06  22672   1410     0   1115    264      0      6   2.511   0.092   0.045   2.902   187.881
   54   5.5131e+06   5.3368e+06   5.5131e+06  23570   1398     0   1115    217      0     12   2.647   0.095   0.054   3.064   190.945
   55   5.5131e+06   5.3368e+06   5.5046e+06  24378   1392     0   1115    307      4     10   2.472   0.093   0.050   2.872   193.818
   56   5.5131e+06   5.3382e+06   5.5014e+06  24874   1409     0   1115    619     20      3   2.491   0.095   0.055   2.891   196.709
   57   5.5131e+06   5.3382e+06   5.4992e+06  25447   1408     0   1115    542      2      3   2.703   0.093   0.052   3.112   199.821
   58   5.5131e+06   5.3523e+06   5.4967e+06  25388   1410     0   1115   1174      2      0   2.871   0.093   0.057   3.265   203.087
   59   5.5131e+06   5.3721e+06   5.4951e+06  26008   1414     0   1115    495      9      5   2.749   0.092   0.054   3.150   206.236
   60   5.5131e+06   5.3721e+06   5.4892e+06  26497   1413     0   1115    626      7      8   2.795   0.093   0.056   3.206   209.442
   61   5.5131e+06   5.3721e+06   5.4858e+06  26893   1417     0   1115    719      6      2   2.628   0.093   0.056   3.041   212.483
   62   5.5131e+06   5.3721e+06   5.4841e+06  27599   1408     0   1115    409      1     10   2.696   0.096   0.056   3.113   215.596
   63   5.5131e+06   5.3955e+06   5.4813e+06  28124   1409     0   1115    590      2      1   2.820   0.095   0.059   3.245   218.841
   64   5.5131e+06   5.3955e+06   5.4766e+06  28934   1411     0   1115    305      2      0   2.907   0.094   0.060   3.352   222.193
   65   5.5131e+06   5.3955e+06   5.4721e+06  29802   1428     0   1115    247     26      9   2.823   0.092   0.075   3.273   225.465
   66   5.4734e+06   5.3955e+06   5.4734e+06  30672   1419     0   1115    245      0      9   3.491   0.093   0.063   3.928   229.393
   67   5.4734e+06   5.3955e+06   5.4701e+06  30846   1418     0   1115    941      4      5   3.406   0.093   0.065   3.854   233.247
   68   5.4734e+06   5.3955e+06   5.4686e+06  30990   1412     0   1115    971      1      7   3.556   0.092   0.065   3.996   237.243
   69   5.4680e+06   5.3955e+06   5.4680e+06  31123   1409     0   1115    982      0      3   3.460   0.090   0.066   3.929   241.172
   70   5.4680e+06   5.4000e+06   5.4663e+06  31981   1409     0   1115    257      2      2   3.427   0.090   0.066   3.874   245.046
   71   5.4680e+06   5.4000e+06   5.4612e+06  32547   1407     0   1115    549      3      5   3.896   0.089   0.068   4.345   249.392
   72   5.4680e+06   5.4000e+06   5.4585e+06  33416   1421     0   1115    246     15      1   3.572   0.088   0.072   4.036   253.427
   73   5.4680e+06   5.4000e+06   5.4743e+06  34405   1435     0   1115    126     14      0   4.976   0.089   0.074   5.452   258.880
   74   5.4680e+06   5.4000e+06   5.4660e+06  35316   1436     0   1115    204      1      0   4.541   0.096   0.047   5.046   263.926
   75   5.4619e+06   5.4000e+06   5.4619e+06  35486   1434     0   1115    945      0      2   4.435   0.094   0.047   4.900   268.827
   76   5.4619e+06   5.4000e+06   5.4592e+06  36337   1439     0   1115    264      7      2   4.431   0.094   0.049   4.929   273.756
   77   5.4619e+06   5.4000e+06   5.4600e+06  36986   1438     0   1115    466      1      2   5.028   0.095   0.048   5.529   279.284
   78   5.4619e+06   5.4057e+06   5.4567e+06  37789   1439     0   1115    312      8      7   4.737   0.095   0.055   5.261   284.545
   79   5.4619e+06   5.4057e+06   6.2574e+06  38321   1432     1   1115    583      1      8   4.760   0.093   0.055   5.268   289.813
   80   5.4619e+06   5.4175e+06   5.4534e+06  39134   1430     0   1115    302     10     12   4.851   0.096   0.057   5.388   295.201
   81   5.4619e+06   5.4213e+06   5.4538e+06  40083   1427     0   1115    166      3      6   4.888   0.099   0.062   5.448   300.649
   82   5.4619e+06   5.4213e+06   5.4566e+06  40844   1432     0   1115    354      5      0   6.108   0.099   0.059   6.617   307.266
   83   5.4619e+06   5.4213e+06   5.4529e+06  41905   1440     0   1113     52      9      1   5.156   0.098   0.066   5.721   312.986
   84   5.4619e+06   5.4213e+06   5.4519e+06  42697   1449     0   1115    323     12      3   5.411   0.101   0.064   5.974   318.960
   85   5.4619e+06   5.4240e+06   5.4516e+06  43507   1447     0   1115    305      1      3   5.990   0.093   0.067   6.549   325.510
   86   5.4619e+06   5.4240e+06   5.4495e+06  43794   1444     0   1115    828      4      7   5.850   0.097   0.068   6.410   331.919
   87   5.4619e+06   5.4240e+06   5.4488e+06  44735   1444     0   1115    174      1      1   5.958   0.098   0.068   6.527   338.447
   88   5.4619e+06   5.4240e+06   5.4478e+06  45627   1442     0   1113    221      1      3   5.759   0.094   0.071   6.339   344.785
   89   5.4470e+06   5.4240e+06   5.4470e+06  43393   1439     0   1115   3349      0      3   5.976   0.096   0.071   6.572   351.358
   90   5.4467e+06   5.4274e+06   5.4467e+06  44227   1429     0   1114    280      0     10   5.945   0.094   0.071   6.472   357.829
   91   5.4467e+06   5.4274e+06   5.4464e+06  44366   1422     0   1115    976      1      8   5.647   0.092   0.073   6.186   364.016
   92   5.4467e+06   5.4274e+06   5.4452e+06  45233   1423     0   1115    248      7      6   5.796   0.095   0.074   6.331   370.347
   93   5.4451e+06   5.4274e+06   5.4451e+06  46304   1421     0   1113     42      0      2   5.811   0.094   0.076   6.405   376.752
   94   5.4451e+06   5.4307e+06   5.4445e+06  45914   1418     0   1115   1505      1      4   5.738   0.100   0.092   6.327   383.079
   95   5.4439e+06   5.4307e+06   5.4439e+06  46774   1418     0   1115    255      0      0   5.961   0.096   0.076   6.515   389.594
   96   5.4439e+06   5.4308e+06   5.4435e+06  47763   1418     0   1112    123      2      2   5.603   0.099   0.080   6.231   395.825
   97   5.4432e+06   5.4314e+06   5.4432e+06  48767   1414     0   1111    107      0      4   5.671   0.094   0.063   6.256   402.080
   98   5.4432e+06   5.4330e+06   5.4431e+06  49676   1413     0   1113    204      2      3   5.973   0.096   0.062   6.568   408.648
   99   5.4432e+06   5.4330e+06   5.4424e+06  50032   1414     0   1112    756      2      1   6.067   0.094   0.065   6.647   415.295
  100   5.4422e+06   5.4330e+06   5.4422e+06  51113   1412     0   1112     31      0      2   6.218   0.100   0.064   6.827   422.122
  101   5.4422e+06   5.4330e+06   5.4417e+06  52179   1417     0   1113     47      6      1   6.341   0.099   0.070   6.956   429.077
  102   5.4422e+06   5.4330e+06   5.4414e+06  53191   1427     0   1112    100     12      2   6.525   0.096   0.077   7.150   436.227
  103   5.4422e+06   5.4331e+06   5.4413e+06  53937   1425     0   1106    360      3      5   6.837   0.100   0.077   7.469   443.696
  104   5.4422e+06   5.4344e+06   5.4410e+06  54935   1425     0   1110    112      1      1   6.804   0.092   0.076   7.452   451.148
  105   5.4422e+06   5.4344e+06   5.4408e+06  56008   1425     0   1096     23      1      1   6.715   0.091   0.079   7.350   458.497
  106   5.4407e+06   5.4346e+06   5.4407e+06  57018   1425     0   1110    100      0      0   7.027   0.096   0.067   7.637   466.135
  107   5.4407e+06   5.4356e+06   5.4404e+06  58108   1423     0   1109     19      1      3   7.218   0.102   0.069   7.879   474.014
  108   5.4402e+06   5.4356e+06   5.4402e+06  59060   1414     0   1112    160      0      9   7.088   0.097   0.058   7.725   481.739
  109   5.4402e+06   5.4356e+06   5.4400e+06  60096   1417     0   1101     65      3      0   7.030   0.095   0.060   7.651   489.390
  110   5.4400e+06   5.4356e+06   5.4400e+06  61175   1416     0   1104     25      0      1   7.358   0.095   0.063   8.039   497.429
  111   5.4398e+06   5.4362e+06   5.4398e+06  62011   1410     0   1089    253      0      6   7.501   0.098   0.066   8.169   505.598
  112   5.4398e+06   5.4362e+06   5.4396e+06  63064   1411     0   1097     44      1      0   7.282   0.101   0.068   7.934   513.532
  113   5.4395e+06   5.4364e+06   5.4395e+06  64156   1411     0   1110     18      0      0   7.583   0.099   0.070   8.245   521.777
  114   5.4395e+06   5.4365e+06   5.4394e+06  65193   1420     0   1088     51      9      0   7.813   0.099   0.072   8.492   530.270
  115   5.4394e+06   5.4367e+06   5.4394e+06  66270   1418     0   1077      0      0      2   8.034   0.100   0.071   8.335   538.605
  116   5.4392e+06   5.4367e+06   5.4392e+06  67358   1418     0   1094      6      0      0   8.216   0.098   0.076   8.938   547.542
  117   5.4392e+06   5.4367e+06   5.4392e+06  66407   1418     0   1081   2032      1      1   8.165   0.100   0.075   8.887   556.430
  118   5.4392e+06   5.4367e+06   5.4391e+06  67486   1421     0   1084      5      3      0   8.419   0.097   0.075   9.090   565.520
  119   5.4390e+06   5.4370e+06   5.4390e+06  68539   1417     0   1079     26      0      4   8.780   0.097   0.056   9.561   575.081
  120   5.4390e+06   5.4370e+06   5.4390e+06  69599   1408     0   1068      8      0      9   8.768   0.103   0.052   9.523   584.603
  121   5.4390e+06   5.4373e+06   5.4389e+06  70470   1410     0   1091    220      3      1   8.666   0.099   0.058   9.427   594.030
  122   5.4389e+06   5.4373e+06   5.4389e+06  71558   1410     0   1096      8      0      0   8.574   0.099   0.057   9.325   603.355
  123   5.4389e+06   5.4374e+06   5.4389e+06  72589   1410     0   1037      6      0      0   9.079   0.101   0.060   9.825   613.180
  124   5.4389e+06   5.4374e+06   5.4389e+06  73625   1409     0   1052     16      1      2   9.354   0.101   0.063  10.155   623.335
  125   5.4389e+06   5.4375e+06   5.4389e+06  74647   1408     0   1025      3      0      1   9.433   0.095   0.065  10.222   633.557
  126   5.4389e+06   5.4375e+06   5.4389e+06  69272   1395     0    992   6367      0     13   9.201   0.100   0.068  10.053   643.610
  127   5.4388e+06   5.4376e+06   5.4388e+06  70219   1394     0    964     17      0      1   8.443   0.099   0.071   9.143   652.753
  128   5.4388e+06   5.4376e+06   5.4389e+06  71030   1394     0    912    101      0      0   8.531   0.097   0.071   9.217   661.970
  129   5.4388e+06   5.4376e+06   5.4389e+06  71860   1394     0    910     80      0      0   8.499   0.099   0.072   9.199   671.169
  130   5.4388e+06   5.4376e+06   5.4388e+06  72710   1394     0    852      2      0      0   8.505   0.097   0.075   9.187   680.356
  131   5.4388e+06   5.4377e+06   5.4388e+06  73462   1393     0    752      0      0      1   8.731   0.093   0.082   8.991   689.347
  132   5.4388e+06   5.4377e+06   5.4389e+06  74345   1394     0    883      0      1      0   8.751   0.098   0.081   8.992   698.339
  133   5.4388e+06   5.4377e+06   5.4389e+06  75101   1394     0    756      0      0      0   9.097   0.095   0.081   9.361   707.700
  134   5.4388e+06   5.4377e+06   5.4389e+06  75752   1394     0    651      0      0      0   9.079   0.096   0.084   9.345   717.045
  135   5.4388e+06   5.4377e+06   5.4389e+06  76284   1393     0    532      0      0      1   9.094   0.094   0.097   9.400   726.445
  136   5.4388e+06   5.4377e+06   5.4388e+06  76831   1393     0    547      0      0      0   9.128   0.096   0.086   9.375   735.821
  137   5.4388e+06   5.4377e+06   5.4388e+06  77417   1393     0    586      0      0      0   9.446   0.097   0.087   9.699   745.520
  138   5.4388e+06   5.4377e+06   5.4389e+06  77787   1393     0    370      0      0      0   8.987   0.094   0.100   9.222   754.742
  139   5.4388e+06   5.4377e+06   5.4388e+06  78138   1392     0    351      0      0      1   9.126   0.097   0.093   9.392   764.134
  140   5.4388e+06   5.4378e+06   5.4388e+06  78469   1401     0    331      0      9      0   9.287   0.098   0.094   9.525   773.658
  141   5.4388e+06   5.4378e+06   5.4389e+06  78733   1401     0    264      0      0      0   9.065   0.097   0.092   9.288   782.946
  142   5.4388e+06   5.4378e+06   5.4388e+06  78948   1402     0    215      0      1      0   8.887   0.098   0.093   9.103   792.049
  143   5.4388e+06   5.4378e+06   5.4389e+06  79235   1402     0    287      0      0      0   9.077   0.094   0.097   9.307   801.355
  144   5.4388e+06   5.4378e+06   5.4388e+06  79426   1405     0    191      0      3      0   9.159   0.094   0.095   9.370   810.726
  145   5.4388e+06   5.4378e+06   5.4389e+06  79600   1405     0    174      0      0      0   9.316   0.094   0.097   9.525   820.250
  146   5.4388e+06   5.4378e+06   5.4389e+06  79741   1396     0    141      0      0      9   9.488   0.092   0.101   9.733   829.983
  147   5.4388e+06   5.4378e+06   5.4388e+06  79851   1396     0    114      4      0      0   9.558   0.098   0.095  10.276   840.259
  148   5.4388e+06   5.4378e+06   5.4388e+06  79949   1397     0     98      0      1      0   9.461   0.098   0.099   9.668   849.927
  149   5.4388e+06   5.4378e+06   5.4388e+06  80354   1397     0    406      1      0      0   9.210   0.096   0.094   9.959   859.886
  150   5.4388e+06   5.4378e+06   5.4388e+06  80417   1395     0     63      0      0      2   9.471   0.099   0.095   9.708   869.594
  151   5.4388e+06   5.4378e+06   5.4388e+06  80446   1394     0     39     10      0      1   8.995   0.097   0.093   9.762   879.356
  152   5.4388e+06   5.4378e+06   5.4388e+06  79310   1400     0     65   1201      6      0   9.159   0.098   0.095   9.912   889.268
  153   5.4388e+06   5.4378e+06   5.4389e+06  79406   1400     0     96      0      0      0   9.262   0.098   0.096   9.462   898.731
  154   5.4388e+06   5.4378e+06   5.4389e+06  79429   1400     0     23      0      0      0   9.232   0.099   0.110   9.443   908.174
  155   5.4388e+06   5.4378e+06   5.4388e+06  79453   1400     0     24      0      0      0   9.101   0.097   0.095   9.296   917.471
  156   5.4388e+06   5.4378e+06   5.4388e+06  79475   1400     0     22      0      0      0   9.059   0.093   0.095   9.249   926.720
  157   5.4388e+06   5.4378e+06   5.4389e+06  79510   1400     0     35      0      0      0   8.995   0.095   0.100   9.193   935.913
  158   5.4388e+06   5.4378e+06   5.4388e+06  79525   1394     0     15      0      0      6   9.101   0.096   0.101   9.336   945.249
  159   5.4388e+06   5.4378e+06   5.4388e+06  79526   1394     0      1      0      0      0   9.044   0.095   0.097   9.237   954.486
  160   5.4388e+06   5.4378e+06   5.4388e+06  79526   1394     0      0      0      0      0   9.099   0.190   0.097   9.386   963.872
CG optimal after 160 iterations. UB=5438831.962129 LB=5437780.993518 gap=1.051e+03 tol=5.439e+02  t_LP=895.801  t_PR=15.907  t_SP=9.238  t_Tot=964.100

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz,tree,160,78409,5438831.962129,5437780.993518,1,964.530,895.801,15.907,9.238
