# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/planar/planar2500 --solver cuopt --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 2500 vertices, 12990 arcs, 81430 commodities, 2500 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=2500, capped_arcs=12990)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
   28          inf   1.0946e+10   1.3269e+10  26073   4829   223   2488   1500     47      0   9.067   0.052   0.012   9.180   171.134
   29          inf   1.0946e+10   1.3192e+10  26896   4885   171   2485   1662     56      0   9.711   0.059   0.012   9.828   180.962
   30          inf   1.0946e+10   1.3133e+10  27788   4927   139   2484   1592     42      0  10.111   0.058   0.012  10.229   191.191
   31          inf   1.1247e+10   1.3089e+10  29667   4961   107   2481    602     34      0  10.886   0.055   0.012  10.999   202.191
   32          inf   1.1546e+10   1.3049e+10  31642   5001    87   2480    505     40      0  11.070   0.060   0.012  11.190   213.381
   33          inf   1.1733e+10   1.3021e+10  33623   5022    72   2480    499     21      0  11.495   0.053   0.013  11.611   224.992
   34          inf   1.1888e+10   1.2990e+10  35508   5048    48   2483    598     26      0  12.846   0.054   0.013  12.966   237.958
   35          inf   1.1927e+10   1.2963e+10  37686   5068    43   2482    304     20      0  13.855   0.057   0.013  13.977   251.935
   36          inf   1.1927e+10   1.2936e+10  39890   5084    43   2483    279     16      0  14.307   0.055   0.014  14.432   266.368
   37          inf   1.1967e+10   1.2912e+10  41097   5093    37   2484   1277      9      0  15.288   0.046   0.015  15.409   281.776
   38          inf   1.2011e+10   1.2887e+10  41821   5108    35   2483   1759     15      0  15.938   0.053   0.015  16.074   297.850
   39          inf   1.2041e+10   1.2864e+10  34762   5123    34   2484   9543     15      0  15.647   0.056   0.015  15.806   313.656
   40          inf   1.2054e+10   1.2846e+10  36253   5136    35   2483    992     13      0  13.469   0.057   0.013  13.593   327.250
   41          inf   1.2122e+10   1.2826e+10  37205   5147    33   2482   1530     11      0  14.225   0.056   0.013  14.351   341.601
   42          inf   1.2192e+10   1.2809e+10  37766   5152    32   2481   1920      5      0  14.740   0.056   0.013  14.868   356.468
   43          inf   1.2227e+10   1.2795e+10  38210   5161    32   2481   2037      9      0  14.949   0.052   0.015  15.076   371.544
   44          inf   1.2257e+10   1.2782e+10  40204   5168    32   2481    487      7      0  15.195   0.051   0.014  15.316   386.860
   45          inf   1.2309e+10   1.2770e+10  41888   5172    32   2477    793      4      0  16.070   0.051   0.014  16.193   403.054
   46          inf   1.2320e+10   1.2759e+10  42701   5175    32   2478   1665      3      0  16.729   0.051   0.015  16.856   419.910
   47          inf   1.2350e+10   1.2748e+10  44943   5180    32   2477    235      5      0  17.180   0.048   0.016  17.303   437.212
   48          inf   1.2369e+10   1.2739e+10  46645   5188    32   2477    775      8      0  17.854   0.053   0.017  17.987   455.200
   49          inf   1.2392e+10   1.2731e+10  49020   5189    32   2478    103      1      0  19.182   0.051   0.016  19.314   474.514
   50          inf   1.2408e+10   1.2723e+10  51244   5195    31   2478    254      6      0  20.224   0.056   0.017  20.364   494.878
   51          inf   1.2437e+10   1.2716e+10  52063   5200    31   2477   1658      5      0  20.615   0.052   0.018  20.755   515.632
   52          inf   1.2447e+10   1.2708e+10  54039   5204    31   2476    500      4      0  21.452   0.051   0.017  21.589   537.221
   53          inf   1.2465e+10   1.2702e+10  56474   5208    31   2477     42      4      0  21.803   0.048   0.018  21.943   559.164
   54          inf   1.2481e+10   1.2696e+10  55103   5212    31   2476   3847      4      0  22.850   0.049   0.020  22.999   582.164
   55          inf   1.2489e+10   1.2691e+10  57220   5217    32   2475    358      5      0  22.370   0.051   0.020  22.512   604.676
   56          inf   1.2498e+10   1.2686e+10  59496   5221    30   2474    198      4      0  23.370   0.048   0.020  23.512   628.188
   57          inf   1.2514e+10   1.2682e+10  57375   5223    30   2474   4595      2      0  24.294   0.051   0.020  24.450   652.638
   58          inf   1.2522e+10   1.2678e+10  58786   5225    30   2474   1063      2      0  23.423   0.051   0.019  23.568   676.206
   59          inf   1.2524e+10   1.2674e+10  61022   5225    32   2474    238      0      0  24.315   0.050   0.020  24.464   700.670
   60          inf   1.2544e+10   1.2671e+10  62364   5227    31   2474   1132      2      0  25.400   0.050   0.021  25.548   726.218
   61          inf   1.2545e+10   1.2667e+10  63189   5230    30   2474   1649      3      0  26.969   0.053   0.022  27.123   753.342
   62          inf   1.2557e+10   1.2664e+10  65329   5232    30   2473    333      2      0  26.153   0.052   0.021  26.306   779.648
   63          inf   1.2572e+10   1.2662e+10  67613   5234    30   2473    189      2      0  28.142   0.052   0.022  28.299   807.946
   64          inf   1.2579e+10   1.2660e+10  69287   5235    30   2473    799      1      0  28.752   0.051   0.023  28.908   836.855
   65          inf   1.2585e+10   1.2657e+10  71263   5236    31   2473    497      1      0  30.183   0.050   0.024  30.340   867.194
   66          inf   1.2592e+10   1.2656e+10  73331   5238    32   2472    404      2      0  31.296   0.053   0.024  31.458   898.652
   67          inf   1.2592e+10   1.2654e+10  74866   5241    32   2472    937      3      0  31.804   0.052   0.024  31.975   930.627
   68          inf   1.2598e+10   1.2653e+10  74896   5243    32   2472   2442      2      0  32.247   0.051   0.025  32.415   963.042
   69          inf   1.2603e+10   1.2651e+10  77233   5245    32   2471    134      2      0  31.989   0.052   0.026  32.153   995.195
   70          inf   1.2606e+10   1.2650e+10  79581   5248    32   2471    123      3      0  33.508   0.051   0.026  33.673  1028.869
   71          inf   1.2615e+10   1.2649e+10  82038   5249    31   2471     14      1      0  33.669   0.051   0.028  33.841  1062.709
   72          inf   1.2618e+10   1.2647e+10  84495   5250    31   2471     14      1      0  35.115   0.049   0.027  35.290  1097.999
   73          inf   1.2624e+10   1.2647e+10  86954   5250    31   2470     11      0      0  36.732   0.050   0.027  36.910  1134.909
   74          inf   1.2625e+10   1.2646e+10  86633   5253    30   2470   2791      3      0  37.710   0.049   0.028  37.890  1172.799
   75          inf   1.2629e+10   1.2645e+10  88116   5254    30   2470    987      1      0  38.205   0.049   0.029  38.382  1211.181
   76          inf   1.2633e+10   1.2645e+10  90586   5256    31   2470      0      2      0  38.817   0.048   0.029  38.925  1250.106
CG stopped after 76 iterations. UB=12644541955.593479 LB=12633149711.914055 gap=1.139e+07 tol=1.264e+06  t_LP=1258.140  t_PR=4.303  t_SP=1.158  t_Tot=1268.075

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/planar/planar2500,tree,76,88086,12644541955.593479,12633149711.914055,0,1268.163,1258.140,4.303,1.158
