# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/transportation/ChicagoRegional_net.tntp.gz --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
TNTP: net=/home/simon/code/my/mcfcg/data/transportation/ChicagoRegional_net.tntp.gz trips=/home/simon/code/my/mcfcg/data/transportation/ChicagoRegional_trips.tntp.gz coef=4.1
Instance: 12982 vertices, 39018 arcs, 2297945 commodities, 1771 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1771, capped_arcs=39018)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
   23   5.5143e+06   5.5103e+06   5.5143e+06  15973   2013     0   1733   1781      0      4   2.150   0.198   0.049   2.734    34.214
   24   5.5140e+06   5.5111e+06   5.5140e+06  16084   2011     0   1733   1622      0      2   1.192   0.200   0.049   1.770    35.983
   25   5.5140e+06   5.5111e+06   5.5138e+06  16303   2006     0   1735   1516      3      8   1.407   0.203   0.058   2.008    37.992
   26   5.5140e+06   5.5116e+06   5.5136e+06  16653   2005     0   1732   1382      1      2   1.390   0.204   0.057   1.991    39.982
   27   5.5140e+06   5.5116e+06   5.5135e+06  16832   2005     0   1726   1547      2      2   1.402   0.203   0.060   2.006    41.988
   28   5.5140e+06   5.5119e+06   5.5134e+06  16988   2005     0   1725   1569      1      1   2.179   0.203   0.062   2.776    44.764
   29   5.5133e+06   5.5121e+06   5.5133e+06  17076   2003     0   1714   1626      0      2   1.543   0.205   0.051   2.135    46.899
   30   5.5133e+06   5.5121e+06   5.5133e+06  17184   2004     0   1697   1589      1      0   1.234   0.206   0.062   1.843    48.742
   31   5.5133e+06   5.5121e+06   5.5133e+06  17222   2006     0   1672   1634      2      0   1.299   0.207   0.061   1.921    50.663
   32   5.5132e+06   5.5121e+06   5.5132e+06  17588   2003     0   1673   1307      0      3   1.478   0.209   0.055   2.088    52.751
   33   5.5132e+06   5.5122e+06   5.5132e+06  17958   2004     0   1662   1292      1      0   1.424   0.202   0.063   2.043    54.794
   34   5.5132e+06   5.5123e+06   5.5132e+06  18826   2004     0   1638    770      1      1   1.625   0.211   0.067   2.279    57.072
   35   5.5132e+06   5.5123e+06   5.5132e+06  19164   2002     0   1621   1283      0      2   1.658   0.206   0.057   2.284    59.357
   36   5.5132e+06   5.5123e+06   5.5132e+06  19749   2005     0   1569    984      3      0   1.608   0.206   0.067   2.266    61.622
   37   5.5132e+06   5.5123e+06   5.5132e+06  20498   2004     0   1551    802      0      1   1.714   0.206   0.060   2.381    64.003
   38   5.5132e+06   5.5123e+06   5.5132e+06  21359   2004     0   1470    609      0      0   1.723   0.217   0.074   2.419    66.421
   39   5.5132e+06   5.5123e+06   5.5132e+06  22299   2003     0   1435    495      0      1   1.809   0.202   0.064   2.480    68.901
   40   5.5132e+06   5.5124e+06   5.5132e+06  21783   2004     0   1395   1911      1      0   3.652   0.207   0.082   4.329    73.231
   41   5.5132e+06   5.5124e+06   5.5132e+06  22703   2004     0   1258    338      0      0   3.574   0.207   0.066   4.194    77.424
   42   5.5132e+06   5.5124e+06   5.5132e+06  23363   2005     0   1083    423      1      0   2.039   0.209   0.083   2.702    80.126
   43   5.5132e+06   5.5124e+06   5.5132e+06  23928   2005     0    822    257      0      0   2.315   0.213   0.071   2.939    83.065
   44   5.5132e+06   5.5124e+06   5.5132e+06  23288   2004     0    656   1296      0      1   2.328   0.208   0.073   2.899    85.964
   45   5.5132e+06   5.5124e+06   5.5132e+06  22888   2004     0    257    657      0      0   2.219   0.207   0.075   2.732    88.696
   46   5.5132e+06   5.5124e+06   5.5132e+06  22938   2003     0    140     90      0      1   2.244   0.207   0.069   2.729    91.425
   47   5.5132e+06   5.5124e+06   5.5132e+06  22856   2003     0     21    103      0      0   2.069   0.205   0.065   2.536    93.961
   48   5.5132e+06   5.5124e+06   5.5132e+06  22856   2003     0      0      0      0      0   1.988   0.413   0.064   2.466    96.427
CG optimal after 48 iterations. UB=5513156.265407 LB=5512373.010183 gap=7.833e+02 tol=5.513e+02  t_LP=68.516  t_PR=11.467  t_SP=2.509  t_Tot=96.927

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/transportation/ChicagoRegional_net.tntp.gz,tree,48,21085,5513156.265407,5512373.010183,1,97.314,68.516,11.467,2.509
