# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/planar/planar1000 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 1000 vertices, 5200 arcs, 20026 commodities, 1000 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1000, capped_arcs=5200)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
   42   3.4501e+09   3.4463e+09   3.4501e+09   9493   1493     0   1000    973      0      3   1.328   0.011   0.003   1.352    43.932
   43   3.4501e+09   3.4470e+09   3.4499e+09   9519   1491     0   1000    974      2      4   1.007   0.011   0.008   1.041    44.973
   44   3.4501e+09   3.4475e+09   3.4498e+09   9569   1492     0   1000    950      5      4   1.112   0.011   0.008   1.146    46.119
   45   3.4501e+09   3.4478e+09   3.4498e+09   9485   1489     0   1000   1084      2      5   1.282   0.011   0.008   1.316    47.434
   46   3.4501e+09   3.4485e+09   3.4497e+09   9454   1482     0   1000   1031      2      9   1.263   0.011   0.007   1.296    48.730
   47   3.4501e+09   3.4490e+09   3.4497e+09   9516   1481     0   1000    938      3      4   1.152   0.010   0.007   1.185    49.915
   48   3.4501e+09   3.4492e+09   3.4496e+09   9549   1481     0   1000    967      2      2   1.306   0.011   0.008   1.340    51.255
   49   3.4501e+09   3.4493e+09   3.4496e+09   9653   1481     0   1000    896      1      1   1.453   0.011   0.008   1.487    52.742
   50   3.4501e+09   3.4494e+09   3.4496e+09   9672   1482     0   1000    981      1      0   1.362   0.010   0.007   1.394    54.136
   51   3.4496e+09   3.4496e+09   3.4496e+09   9672   1482     0  *1000      0      0      0   1.750   0.010   0.003   1.763    55.899
CG optimal after 51 iterations. UB=3449610973.932882 LB=3449602844.649457 gap=8.129e+03 tol=3.450e+05  t_LP=54.296  t_PR=0.585  t_SP=0.338  t_Tot=55.923

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/planar/planar1000,tree,51,8672,3449610973.932882,3449602844.649457,1,55.932,54.296,0.585,0.338
