# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
TNTP: net=/home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz trips=/home/simon/code/my/mcfcg/data/transportation/Austin_trips.tntp.gz coef=6.0
Instance: 7388 vertices, 18961 arcs, 1081717 commodities, 1117 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1117, capped_arcs=18961)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
   58   5.5033e+06   5.3395e+06   5.5045e+06  10222   1355     0   1117    961      2      5   1.341   0.099   0.029   1.611   128.791
   59   5.5033e+06   5.3395e+06   5.4929e+06  10356   1356     0   1116    982      2      1   1.430   0.098   0.029   1.704   130.495
   60   5.5033e+06   5.3395e+06   5.4910e+06  10545   1350     0   1115    926      2      8   1.579   0.097   0.030   1.870   132.365
   61   5.5033e+06   5.3440e+06   5.4888e+06  10476   1345     0   1116   1185      2      7   1.519   0.095   0.030   1.790   134.155
   62   5.5033e+06   5.3440e+06   5.4867e+06  10222   1337     0   1115   1369      1      9   1.529   0.097   0.035   1.809   135.965
   63   5.5033e+06   5.3733e+06   5.4843e+06   9852   1326     0   1115   1485      1     12   1.284   0.094   0.030   1.553   137.518
   64   5.5033e+06   5.3733e+06   5.4750e+06   9776   1352     0   1116   1192     34      8   1.302   0.095   0.031   1.575   139.093
   65   5.5033e+06   5.3733e+06   5.4932e+06   9810   1361     0   1117   1083     12      3   2.326   0.094   0.029   2.587   141.680
   66   5.5033e+06   5.3733e+06   5.4779e+06   9886   1382     0   1115   1039     28      7   1.536   0.094   0.030   1.803   143.484
   67   5.5033e+06   5.3733e+06   8.7362e+09  10169   1390    13   1117    834     13      5   1.939   0.098   0.030   2.215   145.699
   68   5.5033e+06   5.3733e+06   7.2843e+09  10136   1430     8   1115   1148     44      4   1.411   0.097   0.031   1.687   147.386
   69   5.5033e+06   5.3733e+06   4.4285e+09  10520   1444     5   1117    733     19      5   2.521   0.110   0.014   2.806   150.192
   70   5.5033e+06   5.3733e+06   1.7536e+08  10389   1444     1   1117   1248     13     13   2.819   0.111   0.021   3.100   153.292
   71   5.5033e+06   5.3733e+06   5.5084e+06  10402   1446     0   1115   1102      7      5   3.484   0.093   0.032   3.772   157.065
   72   5.5033e+06   5.3733e+06   5.5031e+06  10133   1426     0   1115   1384      2     22   3.164   0.096   0.033   3.445   160.509
   73   5.5033e+06   5.3733e+06   5.4973e+06  10284   1414     0   1115    964      3     15   2.568   0.095   0.030   2.839   163.348
   74   5.5033e+06   5.3733e+06   5.4952e+06  10079   1376     0   1115   1320      3     41   3.185   0.095   0.031   3.455   166.803
   75   5.5033e+06   5.3733e+06   5.4921e+06  10102   1369     0   1117   1094      7     14   1.821   0.092   0.029   2.086   168.889
   76   5.5033e+06   5.3733e+06   5.4876e+06   9856   1364     0   1115   1361     12     17   1.680   0.100   0.032   1.958   170.847
   77   5.5033e+06   5.3733e+06   5.4871e+06   9846   1358     0   1115   1125      1      7   1.843   0.099   0.029   2.114   172.961
   78   5.5033e+06   5.3733e+06   5.4830e+06   9941   1366     0   1115   1020     13      5   1.766   0.100   0.033   2.042   175.003
   79   5.5033e+06   5.3733e+06   5.4815e+06  10094   1362     0   1115    962      1      5   1.656   0.096   0.032   1.926   176.929
   80   5.5033e+06   5.3733e+06   5.4778e+06  10240   1359     0   1115    969      2      5   1.636   0.098   0.030   1.910   178.839
   81   5.5033e+06   5.3733e+06   5.4758e+06   9926   1358     0   1116   1430      5      6   1.904   0.097   0.032   2.186   181.025
   82   5.5033e+06   5.3733e+06   5.4747e+06   9943   1348     0   1115   1098      5     15   1.613   0.097   0.031   1.885   182.910
   83   5.5033e+06   5.3757e+06   5.4717e+06   9988   1360     0   1115   1070     14      2   1.606   0.098   0.030   1.892   184.803
   84   5.5033e+06   5.3757e+06   5.4718e+06   9959   1360     0   1115   1144      6      6   1.924   0.100   0.031   2.204   187.007
   85   5.4709e+06   5.3757e+06   5.4709e+06  10026   1355     0   1115   1048      0      5   2.001   0.099   0.024   2.264   189.271
   86   5.4697e+06   5.4073e+06   5.4697e+06   9916   1355     0   1115   1225      0      0   2.117   0.097   0.023   2.368   191.639
   87   5.4697e+06   5.4073e+06   5.4677e+06   9853   1365     0   1115   1178     14      4   1.719   0.099   0.034   1.999   193.638
   88   5.4697e+06   5.4073e+06   5.4667e+06   9879   1365     0   1115   1089      7      7   2.608   0.102   0.033   2.896   196.534
   89   5.4697e+06   5.4073e+06   5.4658e+06   9866   1364     0   1115   1128      3      4   2.373   0.097   0.032   2.647   199.181
   90   5.4697e+06   5.4073e+06   5.4646e+06   9842   1367     0   1115   1139      5      2   1.927   0.093   0.031   2.195   201.376
   91   5.4697e+06   5.4073e+06   5.4620e+06   9897   1367     0   1115   1060      3      3   2.481   0.094   0.032   2.754   204.130
   92   5.4697e+06   5.4073e+06   5.4626e+06  10159   1371     0   1115    853      6      2   1.951   0.097   0.034   2.232   206.362
   93   5.4697e+06   5.4073e+06   5.4612e+06  10107   1370     0   1115   1167      7      8   2.502   0.097   0.034   2.780   209.143
   94   5.4697e+06   5.4073e+06   5.4600e+06  10163   1371     0   1115   1059      6      5   2.479   0.098   0.032   2.760   211.903
   95   5.4697e+06   5.4073e+06   5.4585e+06  10110   1373     0   1115   1168      3      1   3.097   0.095   0.031   3.373   215.276
   96   5.4584e+06   5.4073e+06   5.4584e+06  10034   1368     0   1115   1191      0      5   2.620   0.097   0.024   2.885   218.161
   97   5.4584e+06   5.4091e+06   5.4580e+06   9960   1367     0   1115   1189      1      2   4.257   0.097   0.031   4.529   222.690
   98   5.4584e+06   5.4091e+06   5.4572e+06  10057   1364     0   1115   1018      3      6   2.125   0.097   0.031   2.424   225.114
   99   5.4568e+06   5.4091e+06   5.4568e+06  10209   1357     0   1115    963      0      7   2.256   0.097   0.024   2.524   227.639
  100   5.4568e+06   5.4111e+06   5.4565e+06  10003   1349     0   1115   1321      2     10   2.290   0.094   0.034   2.570   230.209
  101   5.4568e+06   5.4111e+06   5.4556e+06  10006   1350     0   1115   1112      3      2   2.199   0.096   0.031   2.470   232.678
  102   5.4554e+06   5.4174e+06   5.4554e+06   9986   1350     0   1115   1135      0      0   2.227   0.096   0.023   2.498   235.176
  103   5.4554e+06   5.4174e+06   5.4542e+06  10035   1345     0   1115   1066      1      6   2.005   0.099   0.032   2.289   237.465
  104   5.4541e+06   5.4174e+06   5.4541e+06  10064   1341     0   1115   1086      0      4   2.097   0.096   0.023   2.354   239.819
  105   5.4541e+06   5.4203e+06   5.4536e+06   9992   1344     0   1115   1187      3      0   1.888   0.094   0.031   2.156   241.975
  106   5.4541e+06   5.4203e+06   5.4525e+06  10187   1342     0   1115    920      3      5   1.711   0.095   0.030   1.988   243.962
  107   5.4541e+06   5.4203e+06   5.4522e+06  10079   1342     0   1115   1223      1      1   1.750   0.095   0.029   2.017   245.979
  108   5.4541e+06   5.4223e+06   5.4517e+06  10195   1344     0   1115    999      5      3   1.971   0.096   0.033   2.255   248.234
  109   5.4541e+06   5.4223e+06   5.4505e+06  10178   1350     0   1115   1132      8      2   2.016   0.099   0.032   2.292   250.526
  110   5.4541e+06   5.4223e+06   5.4504e+06  10285   1352     0   1115   1008      2      0   2.339   0.100   0.031   2.619   253.145
  111   5.4541e+06   5.4223e+06   5.4500e+06  10435   1351     0   1115    965      1      2   2.176   0.097   0.032   2.464   255.608
  112   5.4541e+06   5.4223e+06   5.4495e+06  10311   1351     0   1115   1239      1      1   2.105   0.097   0.032   2.386   257.994
  113   5.4496e+06   5.4223e+06   5.4496e+06  10303   1348     0   1115   1123      0      3   2.236   0.095   0.024   2.495   260.489
  114   5.4490e+06   5.4223e+06   5.4490e+06  10147   1344     0   1115   1271      0      4   2.268   0.096   0.024   2.535   263.024
  115   5.4490e+06   5.4228e+06   5.4486e+06  10137   1345     0   1115   1125      2      1   1.961   0.096   0.032   2.254   265.278
  116   5.4482e+06   5.4241e+06   5.4482e+06  10073   1344     0   1115   1179      0      1   2.096   0.095   0.025   2.359   267.638
  117   5.4482e+06   5.4241e+06   5.4479e+06  10158   1346     0   1115   1030      2      0   2.087   0.092   0.030   2.353   269.991
  118   5.4482e+06   5.4241e+06   5.4482e+06  10121   1346     0   1115   1152      0      0   1.886   0.090   0.023   2.133   272.124
  119   5.4482e+06   5.4241e+06   5.4474e+06  10280   1350     0   1115    956      4      0   1.810   0.094   0.030   2.094   274.218
  120   5.4475e+06   5.4298e+06   5.4475e+06  10275   1349     0   1115   1120      0      1   2.800   0.091   0.025   3.070   277.289
  121   5.4475e+06   5.4298e+06   5.4469e+06  10458   1350     0   1115    932      4      3   2.329   0.096   0.033   2.610   279.899
  122   5.4475e+06   5.4298e+06   5.4467e+06  10562   1363     0   1115   1011     13      0   2.505   0.094   0.034   2.782   282.681
  123   5.4475e+06   5.4298e+06   5.4464e+06  10769   1365     0   1115    908      2      0   3.173   0.093   0.033   3.466   286.147
  124   5.4475e+06   5.4298e+06   5.4457e+06  10613   1365     0   1115   1271      1      1   3.131   0.094   0.033   3.412   289.559
  125   5.4456e+06   5.4326e+06   5.4456e+06  10588   1361     0   1115   1140      0      4   2.857   0.094   0.024   3.111   292.670
  126   5.4450e+06   5.4326e+06   5.4450e+06  10424   1359     0   1115   1279      0      2   2.786   0.093   0.028   3.053   295.723
  127   5.4450e+06   5.4326e+06   5.4448e+06  10506   1359     0   1115   1033      1      1   3.108   0.094   0.034   3.400   299.123
  128   5.4443e+06   5.4326e+06   5.4443e+06  10402   1352     0   1115   1219      0      7   2.399   0.091   0.025   2.654   301.777
  129   5.4443e+06   5.4326e+06   5.4442e+06  10277   1349     0   1115   1240      1      4   2.459   0.092   0.032   2.746   304.523
  130   5.4443e+06   5.4326e+06   5.4440e+06  10158   1352     0   1115   1234      3      0   2.452   0.092   0.031   2.720   307.243
  131   5.4443e+06   5.4326e+06   5.4438e+06  10294   1351     0   1115    979      3      4   2.262   0.093   0.032   2.541   309.784
  132   5.4438e+06   5.4326e+06   5.4438e+06  10218   1350     0   1115   1191      0      1   2.831   0.090   0.024   3.083   312.866
  133   5.4436e+06   5.4326e+06   5.4436e+06  10393   1349     0   1115    940      0      1   2.777   0.091   0.023   3.040   315.906
  134   5.4436e+06   5.4326e+06   5.4433e+06  10450   1351     0   1115   1058      2      0   2.617   0.091   0.032   2.886   318.792
  135   5.4436e+06   5.4326e+06   5.4430e+06  10597   1357     0   1115    968      8      2   2.889   0.091   0.033   3.169   321.961
  136   5.4436e+06   5.4326e+06   5.4431e+06  10508   1360     0   1115   1204      3      0   2.648   0.091   0.035   2.924   324.885
  137   5.4436e+06   5.4326e+06   5.4430e+06  10414   1361     0   1115   1209      1      0   3.362   0.093   0.033   3.635   328.520
  138   5.4436e+06   5.4326e+06   5.4429e+06  10510   1362     0   1115   1019      1      0   3.029   0.094   0.032   3.306   331.826
  139   5.4426e+06   5.4326e+06   5.4426e+06  10627   1361     0   1115    998      0      1   2.916   0.095   0.026   3.180   335.006
  140   5.4426e+06   5.4326e+06   5.4425e+06  10743   1368     0   1115    999      7      0   2.821   0.100   0.040   3.122   338.127
  141   5.4426e+06   5.4334e+06   5.4424e+06  10834   1367     0   1115   1024      1      2   3.436   0.095   0.033   3.726   341.854
  142   5.4426e+06   5.4334e+06   5.4422e+06  10755   1368     0   1115   1194      1      0   3.926   0.095   0.035   4.205   346.058
  143   5.4426e+06   5.4334e+06   5.4421e+06  10812   1367     0   1115   1058      1      2   3.186   0.094   0.034   3.467   349.526
  144   5.4426e+06   5.4334e+06   5.4419e+06  10962   1368     0   1115    965      1      0   3.488   0.096   0.034   3.782   353.308
  145   5.4426e+06   5.4334e+06   5.4414e+06  11110   1367     0   1115    967      3      4   3.143   0.097   0.035   3.446   356.754
  146   5.4426e+06   5.4334e+06   5.4413e+06  11266   1363     0   1115    959      1      5   2.733   0.095   0.035   3.029   359.782
  147   5.4411e+06   5.4334e+06   5.4411e+06  11439   1360     0   1115    942      0      3   3.579   0.093   0.028   3.858   363.640
  148   5.4410e+06   5.4334e+06   5.4410e+06  11625   1359     0   1115    929      0      1   2.803   0.092   0.027   3.077   366.717
  149   5.4410e+06   5.4334e+06   5.4410e+06  11259   1359     0   1115   1481      0      0   2.637   0.093   0.026   2.924   369.641
  150   5.4410e+06   5.4334e+06   5.4408e+06  10691   1359     0   1115   1683      6      6   2.758   0.092   0.034   3.060   372.701
  151   5.4410e+06   5.4334e+06   5.4408e+06  10641   1360     0   1115   1165      2      1   3.042   0.091   0.033   3.320   376.021
  152   5.4407e+06   5.4334e+06   5.4407e+06  10759   1359     0   1115    997      0      1   2.710   0.093   0.024   2.974   378.996
  153   5.4405e+06   5.4334e+06   5.4405e+06  10817   1359     0   1115   1057      0      0   3.821   0.092   0.025   4.075   383.071
  154   5.4405e+06   5.4334e+06   5.4405e+06  10755   1358     0   1115   1177      0      1   3.175   0.092   0.026   3.433   386.503
  155   5.4405e+06   5.4339e+06   5.4404e+06  11193   1356     0   1115    677      1      3   3.025   0.096   0.035   3.314   389.818
  156   5.4405e+06   5.4339e+06   5.4404e+06  11238   1358     0   1115   1070      2      0   2.852   0.093   0.034   3.131   392.949
  157   5.4405e+06   5.4354e+06   5.4403e+06  11285   1358     0   1115   1068      1      1   3.255   0.095   0.035   3.543   396.492
  158   5.4405e+06   5.4354e+06   5.4400e+06  11305   1363     0   1115   1095      5      0   3.045   0.096   0.036   3.343   399.834
  159   5.4400e+06   5.4354e+06   5.4400e+06  11227   1361     0   1115   1193      0      2   2.798   0.093   0.026   3.063   402.897
  160   5.4400e+06   5.4354e+06   5.4399e+06  11391   1365     0   1115    951      4      0   2.992   0.097   0.043   3.291   406.188
  161   5.4400e+06   5.4354e+06   5.4397e+06  11244   1368     0   1115   1262      3      0   3.148   0.098   0.037   3.444   409.633
  162   5.4400e+06   5.4354e+06   5.4396e+06  11263   1365     0   1115   1096      1      4   3.271   0.096   0.035   3.568   413.201
  163   5.4396e+06   5.4357e+06   5.4396e+06  11668   1362     0   1115    710      0      3   3.390   0.096   0.026   3.669   416.870
  164   5.4396e+06   5.4357e+06   5.4394e+06  11605   1361     0   1115   1178      2      3   3.037   0.096   0.036   3.327   420.197
  165   5.4394e+06   5.4357e+06   5.4394e+06  11693   1361     0   1115   1027      0      0   3.457   0.096   0.026   3.722   423.919
  166   5.4394e+06   5.4357e+06   5.4393e+06  11887   1361     0   1115    921      1      1   3.361   0.095   0.038   3.676   427.595
  167   5.4392e+06   5.4364e+06   5.4392e+06  12457   1358     0   1115    545      0      3   3.472   0.097   0.027   3.777   431.373
  168   5.4392e+06   5.4367e+06   5.4392e+06  13162   1358     0   1115    410      0      0   3.665   0.098   0.029   3.972   435.345
  169   5.4392e+06   5.4367e+06   5.4391e+06  13959   1361     0   1115    318      4      1   3.966   0.097   0.043   4.307   439.651
  170   5.4391e+06   5.4369e+06   5.4391e+06  14654   1360     0   1115    420      0      1   3.740   0.096   0.032   4.054   443.705
  171   5.4391e+06   5.4369e+06   5.4391e+06  15444   1360     0   1115    325      0      0   3.938   0.096   0.033   4.260   447.965
  172   5.4390e+06   5.4370e+06   5.4390e+06  16287   1360     0   1115    272      0      0   4.399   0.097   0.035   4.732   452.697
  173   5.4390e+06   5.4370e+06   5.4390e+06  12836   1362     0   1115   4566      3      1   4.197   0.096   0.054   4.619   457.317
  174   5.4390e+06   5.4372e+06   5.4390e+06  13035   1364     0   1114    915      2      0   3.605   0.096   0.041   3.915   461.232
  175   5.4390e+06   5.4372e+06   5.4390e+06  13231   1366     0   1115    919      3      1   3.629   0.096   0.042   3.942   465.174
  176   5.4390e+06   5.4372e+06   5.4390e+06  13353   1366     0   1115    993      1      1   4.707   0.096   0.041   5.029   470.203
  177   5.4390e+06   5.4372e+06   5.4389e+06  13543   1370     0   1115    925      4      0   3.888   0.095   0.045   4.204   474.407
  178   5.4390e+06   5.4372e+06   5.4389e+06  13961   1372     0   1115    697      2      0   4.149   0.094   0.049   4.475   478.881
  179   5.4389e+06   5.4372e+06   5.4389e+06  14198   1372     0   1114    877      0      0   3.781   0.092   0.033   4.070   482.951
  180   5.4389e+06   5.4372e+06   5.4389e+06  13805   1370     0   1113   1506      0      2   3.555   0.092   0.032   3.865   486.816
  181   5.4389e+06   5.4372e+06   5.4389e+06  12975   1369     0   1112   1942      2      3   4.380   0.093   0.043   4.721   491.536
  182   5.4388e+06   5.4375e+06   5.4388e+06  13180   1366     0   1110    905      0      3   4.359   0.095   0.029   4.647   496.183
  183   5.4388e+06   5.4375e+06   5.4388e+06  13644   1364     0   1107    643      0      2   4.102   0.095   0.030   4.390   500.572
  184   5.4388e+06   5.4375e+06   5.4388e+06  13745   1368     0   1107   1006      4      0   4.222   0.095   0.044   4.536   505.108
  185   5.4388e+06   5.4375e+06   5.4388e+06  14286   1368     0   1110    569      0      0   4.837   0.096   0.032   5.130   510.237
  186   5.4388e+06   5.4376e+06   5.4388e+06  14755   1374     0   1106    637      6      0   4.828   0.096   0.046   5.155   515.392
  187   5.4388e+06   5.4376e+06   5.4388e+06  15401   1374     0   1110    464      0      0   4.713   0.093   0.034   5.008   520.401
  188   5.4388e+06   5.4376e+06   5.4388e+06  15462   1373     0   1098   1037      0      1   4.909   0.094   0.035   5.219   525.619
  189   5.4388e+06   5.4376e+06   5.4388e+06  15868   1371     0   1097    691      1      3   4.655   0.094   0.050   4.997   530.616
  190   5.4388e+06   5.4376e+06   5.4388e+06  15635   1372     0   1103   1336      1      0   4.507   0.094   0.053   4.865   535.481
  191   5.4388e+06   5.4376e+06   5.4388e+06  16015   1372     0   1086    706      2      2   4.984   0.093   0.053   5.330   540.811
  192   5.4388e+06   5.4376e+06   5.4388e+06  16839   1366     0   1079    255      0      6   4.309   0.091   0.037   4.623   545.433
  193   5.4388e+06   5.4377e+06   5.4388e+06  17565   1368     0   1034    308      2      0   4.932   0.091   0.057   5.300   550.734
  194   5.4388e+06   5.4377e+06   5.4388e+06  18262   1368     0    966    269      0      0   5.268   0.091   0.039   5.627   556.361
  195   5.4388e+06   5.4377e+06   5.4388e+06  18546   1368     0    982    698      0      0   5.845   0.095   0.042   6.189   562.550
  196   5.4388e+06   5.4378e+06   5.4388e+06  19234   1367     0    867    179      0      1   6.403   0.098   0.045   6.782   569.332
  197   5.4388e+06   5.4378e+06   5.4388e+06  19277   1369     0    885    842      2      0   6.158   0.091   0.067   6.535   575.867
  198   5.4388e+06   5.4378e+06   5.4388e+06  19392   1368     0    716    601      0      1   5.727   0.093   0.043   6.054   581.922
  199   5.4388e+06   5.4378e+06   5.4388e+06  19640   1368     0    669    421      0      0   8.445   0.093   0.043   8.786   590.708
  200   5.4388e+06   5.4378e+06   5.4388e+06  20425   1368     0    794      9      0      0   4.841   0.092   0.045   5.215   595.923
  201   5.4388e+06   5.4378e+06   5.4388e+06  20871   1368     0    450      4      0      0   6.913   0.103   0.018   7.224   603.147
  202   5.4388e+06   5.4378e+06   5.4388e+06  21239   1368     0    368      0      0      0   7.412   0.103   0.014   7.575   610.721
  203   5.4388e+06   5.4378e+06   5.4388e+06  21555   1368     0    316      0      0      0   7.166   0.096   0.017   7.321   618.042
  204   5.4388e+06   5.4378e+06   5.4388e+06  21816   1368     0    261      0      0      0   7.542   0.100   0.017   7.697   625.739
  205   5.4388e+06   5.4378e+06   5.4388e+06  21853   1367     0    260    223      0      1   8.592   0.102   0.017   8.880   634.620
  206   5.4388e+06   5.4378e+06   5.4388e+06  21492   1367     0    149    510      0      0   8.018   0.105   0.011   8.287   642.906
  207   5.4388e+06   5.4378e+06   5.4388e+06  21648   1367     0    166     10      0      0   7.401   0.107   0.012   7.664   650.570
  208   5.4388e+06   5.4378e+06   5.4388e+06  21702   1367     0     57      3      0      0   6.936   0.107   0.010   7.193   657.763
