# cmd: /usr/bin/time -o /tmp/mcfcg_mem_2h_m_pna.txt -f %M build/mcfcg_cli data/intermodal/BUS-23688-0.txt.gz --solver highs --formulation tree --max-iters 10000 --strategy pricer-heavy --time-limit 7200.0
# outcome: ok
# returncode: 0
# peak_rss_kb: 1019528
# peak_rss_source: measured
# === STDERR (CG iteration log + preamble) ===
Instance: 161993 vertices, 1653437 arcs, 23643 commodities, 23643 sources
Solver: highs, formulation: tree
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=23643, capped_arcs=1466539)
[lp-config] backend=highs version=1.15.1-04024d701f method=hipo exec=CPU presolve=off crossover=off tol=0.0001 threads=auto(32)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
   35   6.2490e+05   6.2387e+05   6.2490e+05  50770  23719     0      0      0      4      0   1.497   0.000   0.121   1.619    53.207
   36   6.2490e+05   6.2483e+05   6.2490e+05  50788  23711     0     18      0      0      8   1.500   1.375   0.121   2.997    56.203
   37   6.2490e+05   6.2483e+05   6.2488e+05  50788  23716     0      0      0      5      0   1.393   0.000   0.121   1.515    57.718
   38   6.2488e+05   6.2484e+05   6.2488e+05  50788  23716     0     *0      0      0      0   1.496   1.338   0.121   2.955    60.673
CG optimal after 38 iterations. UB=624881.500044 LB=624840.228898 gap=4.127e+01 tol=6.249e+01  t_LP=49.665  t_PR=7.699  t_SP=4.541  t_Tot=61.947
[bounded-pricing] enabled=0 cut=0 priced=122046 rate=0.0%

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
data/intermodal/BUS-23688-0.txt.gz,tree,38,27145,624881.500044,624840.228898,1,62.293,49.665,7.699,4.541
