# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/commalab/planar/planar150 --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
Instance: 150 vertices, 850 arcs, 2239 commodities, 150 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=150, capped_arcs=850)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
   39   5.4898e+08   5.4507e+08   5.4882e+08   1618    397     0    150    143      2      3   0.062   0.000   0.001   0.064     2.787
   40   5.4898e+08   5.4514e+08   5.4860e+08   1610    398     0    150    158      1      0   0.059   0.000   0.000   0.061     2.848
   41   5.4898e+08   5.4594e+08   5.4848e+08   1609    398     0    150    151      2      2   0.066   0.000   0.001   0.068     2.916
   42   5.4898e+08   5.4634e+08   5.4834e+08   1616    401     0    150    143      3      0   0.062   0.000   0.001   0.064     2.979
   43   5.4826e+08   5.4675e+08   5.4826e+08   1621    401     0    150    145      0      0   0.062   0.001   0.000   0.064     3.043
   44   5.4821e+08   5.4708e+08   5.4821e+08   1630    399     0    150    141      0      2   0.067   0.000   0.000   0.068     3.112
   45   5.4821e+08   5.4742e+08   5.4816e+08   1641    400     0    149    138      1      0   0.062   0.000   0.001   0.064     3.176
   46   5.4813e+08   5.4759e+08   5.4813e+08   1640    392     0    150    151      0      8   0.069   0.000   0.000   0.071     3.247
   47   5.4813e+08   5.4772e+08   5.4811e+08   1649    395     0    150    141      3      0   0.066   0.000   0.001   0.068     3.314
   48   5.4813e+08   5.4790e+08   5.4810e+08   1657    392     0    149    141      1      4   0.071   0.000   0.001   0.073     3.387
   49   5.4813e+08   5.4802e+08   5.4809e+08   1643    393     0    149    163      1      0   0.067   0.000   0.000   0.069     3.456
   50   5.4809e+08   5.4806e+08   5.4809e+08   1643    393     0   *149      0      0      0   0.076   0.000   0.000   0.076     3.532
CG optimal after 50 iterations. UB=548087697.461174 LB=548055455.259586 gap=3.224e+04 tol=5.481e+04  t_LP=3.447  t_PR=0.021  t_SP=0.023  t_Tot=3.536

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/commalab/planar/planar150,tree,50,1493,548087697.461174,548055455.259586,1,3.540,3.447,0.021,0.023
